Date,site_temp_min,site_temp_max,site_temp_WMO,site_temp_USGS,Barom,RelHum,WindGustSpeed,WindSpeed,VecAvgWindDir
6/12/13,5.8,11,8.4,8.6,5.9,56.8,nan,2.3,nan
6/13/13,0.9,5.7,3.3,3.7,5.9,75,nan,2.3,115
6/14/13,0.6,10.3,5.5,5.1,5.9,67.8,nan,1.8,356
6/15/13,7.8,13.5,10.6,10,5.9,55.6,nan,5.5,nan
6/16/13,10,13.5,11.7,11.6,5.9,42.3,nan,3.3,nan
6/17/13,3.6,12.5,8.1,9.2,5.9,60.2,nan,3.8,nan
6/18/13,0.9,7.2,4,3.9,5.9,84.5,nan,11.3,nan
6/19/13,5.7,10.6,8.1,7.2,6,76.8,nan,7.5,nan
6/20/13,nan,nan,nan,nan,nan,75.6,nan,3.4,70
6/21/13,nan,nan,nan,nan,nan,75.7,nan,0.8,nan
6/22/13,nan,nan,nan,nan,nan,89.3,nan,2,nan
6/23/13,nan,nan,nan,nan,nan,67,nan,2.6,nan
6/24/13,nan,nan,nan,nan,nan,60.4,nan,7.6,nan
6/25/13,nan,nan,nan,nan,nan,64.2,nan,8.2,nan
6/26/13,nan,nan,nan,nan,nan,89.7,nan,3.3,48
6/27/13,nan,nan,nan,nan,nan,98.9,nan,2.4,nan
6/28/13,nan,nan,nan,nan,nan,81.3,nan,1.1,215
6/29/13,nan,nan,nan,nan,nan,68,nan,2.4,76
6/30/13,nan,nan,nan,nan,nan,64.5,nan,2.7,nan
7/1/13,nan,nan,nan,nan,nan,84.1,nan,2.9,136
7/2/13,nan,nan,nan,nan,nan,98.6,nan,3.6,nan
7/3/13,nan,nan,nan,nan,nan,97.4,nan,2.6,207
7/4/13,nan,nan,nan,nan,nan,100,nan,3.5,nan
7/5/13,nan,nan,nan,nan,nan,100,nan,2.6,nan
7/6/13,nan,nan,nan,nan,nan,99.4,nan,1.4,263
7/7/13,nan,nan,nan,nan,nan,94.1,nan,2.2,nan
7/8/13,nan,nan,nan,nan,nan,92.1,nan,4.8,178
7/9/13,nan,nan,nan,nan,nan,97.1,nan,nan,nan
7/10/13,nan,nan,nan,nan,nan,81.3,nan,1.5,21
7/11/13,nan,nan,nan,nan,nan,99.1,nan,1.9,nan
7/12/13,nan,nan,nan,nan,nan,98.4,nan,1.7,235
7/13/13,nan,nan,nan,nan,nan,76.4,nan,2.1,45
7/14/13,nan,nan,nan,nan,nan,nan,nan,nan,nan
7/15/13,nan,nan,nan,nan,nan,54.2,nan,0.6,1
7/16/13,nan,nan,nan,nan,nan,45.7,nan,1.3,nan
7/17/13,nan,nan,nan,nan,nan,43.6,nan,2.5,75
7/18/13,nan,nan,nan,nan,nan,85.2,nan,2.7,106
7/19/13,nan,nan,nan,nan,nan,98.7,nan,1.6,262
7/20/13,nan,nan,nan,nan,nan,99,nan,1.8,nan
7/21/13,nan,nan,nan,nan,nan,100,nan,2.5,nan
7/22/13,nan,nan,nan,nan,nan,86,nan,2.9,52
7/23/13,nan,nan,nan,nan,nan,79.1,nan,6.5,nan
7/24/13,nan,nan,nan,nan,nan,81.2,nan,4.1,nan
7/25/13,nan,nan,nan,nan,nan,92.4,nan,1.9,nan
7/26/13,nan,nan,nan,nan,nan,99.5,nan,2.9,nan
7/27/13,nan,nan,nan,nan,nan,88.1,nan,1.1,231
7/28/13,nan,nan,nan,nan,nan,61.1,nan,2.1,nan
7/29/13,nan,nan,nan,nan,nan,62.7,nan,2.4,nan
7/30/13,nan,nan,nan,nan,nan,54.8,nan,1.6,nan
7/31/13,nan,nan,nan,nan,nan,64.2,nan,0.6,63
8/1/13,nan,nan,nan,nan,nan,57.2,nan,1.6,nan
8/2/13,nan,nan,nan,nan,nan,63,nan,1.4,nan
8/3/13,nan,nan,nan,nan,nan,71.6,nan,1.5,97
8/4/13,nan,nan,nan,nan,nan,89.6,nan,4.3,nan
8/5/13,nan,nan,nan,nan,nan,95.6,nan,2.7,nan
8/6/13,nan,nan,nan,nan,nan,54,nan,1.4,70
8/7/13,nan,nan,nan,nan,nan,63.8,nan,3.4,nan
8/8/13,nan,nan,nan,nan,nan,89.1,nan,3.4,nan
8/9/13,nan,nan,nan,nan,nan,96.5,nan,1.8,nan
8/10/13,nan,nan,nan,nan,nan,56.1,nan,0.7,90
8/11/13,nan,nan,nan,nan,nan,46.9,nan,2.3,nan
8/12/13,nan,nan,nan,nan,nan,57.8,nan,2.3,nan
8/13/13,nan,nan,nan,nan,nan,64.6,nan,0.9,43
8/14/13,nan,nan,nan,nan,nan,61.8,nan,1.7,111
8/15/13,nan,nan,nan,nan,nan,70.7,nan,1.4,68
8/16/13,nan,nan,nan,nan,nan,95.6,nan,2.2,112
8/17/13,nan,nan,nan,nan,nan,91.6,nan,3.6,129
8/18/13,nan,nan,nan,nan,nan,94.1,nan,2.7,186
8/19/13,nan,nan,nan,nan,nan,100,nan,3.7,nan
8/20/13,nan,nan,nan,nan,nan,100,nan,4.5,nan
8/21/13,nan,nan,nan,nan,nan,99,nan,2.1,nan
8/22/13,nan,nan,nan,nan,nan,100,nan,2.3,nan
8/23/13,nan,nan,nan,nan,nan,99.6,nan,2.2,nan
8/24/13,nan,nan,nan,nan,nan,95,nan,3.9,139
8/25/13,nan,nan,nan,nan,nan,84.2,nan,5,nan
8/26/13,nan,nan,nan,nan,nan,87.3,nan,3.9,nan
8/27/13,nan,nan,nan,nan,nan,74.7,nan,2.2,nan
8/28/13,nan,nan,nan,nan,nan,90.4,nan,0.9,102
8/29/13,nan,nan,nan,nan,nan,73.7,nan,3.1,nan
8/30/13,nan,nan,nan,nan,nan,77.2,nan,3.2,nan
8/31/13,nan,nan,nan,nan,nan,97.8,nan,2.1,190
9/1/13,nan,nan,nan,nan,nan,98.5,nan,2.6,nan
9/2/13,nan,nan,nan,nan,nan,92.7,nan,1.5,158
9/3/13,nan,nan,nan,nan,nan,90.6,nan,3.2,157
9/4/13,nan,nan,nan,nan,nan,93.5,nan,6,nan
9/5/13,nan,nan,nan,nan,nan,97.4,nan,3,nan
9/6/13,nan,nan,nan,nan,nan,94.9,nan,3.7,139
9/7/13,nan,nan,nan,nan,nan,93.5,nan,7.3,nan
9/8/13,nan,nan,nan,nan,nan,97,nan,7.4,nan
9/9/13,nan,nan,nan,nan,nan,95.9,nan,2.7,260
9/10/13,nan,nan,nan,nan,nan,nan,nan,nan,nan
9/11/13,nan,nan,nan,nan,nan,84.7,nan,6.2,nan
9/12/13,nan,nan,nan,nan,nan,81.3,nan,2.2,161
9/13/13,nan,nan,nan,nan,nan,52.9,nan,2.4,nan
9/14/13,nan,nan,nan,nan,nan,27.8,nan,4.4,nan
9/15/13,nan,nan,nan,nan,nan,49.5,nan,5.8,nan
9/16/13,nan,nan,nan,nan,nan,88.6,nan,3.4,129
9/17/13,nan,nan,nan,nan,nan,94.5,nan,5.4,nan
9/18/13,nan,nan,nan,nan,nan,92.5,nan,3.1,152
9/19/13,nan,nan,nan,nan,nan,91,nan,7.6,nan
9/20/13,nan,nan,nan,nan,nan,91.9,nan,7.9,nan
9/21/13,nan,nan,nan,nan,nan,95.8,nan,6.6,nan
9/22/13,nan,nan,nan,nan,nan,91.1,nan,8,nan
9/23/13,nan,nan,nan,nan,nan,91.8,nan,5.4,131
9/24/13,nan,nan,nan,nan,nan,88.7,nan,1.6,109
9/25/13,nan,nan,nan,nan,nan,57.8,nan,2.3,145
9/26/13,nan,nan,nan,nan,nan,94.4,nan,4,nan
9/27/13,nan,nan,nan,nan,nan,93.8,nan,6,nan
9/28/13,nan,nan,nan,nan,nan,89.3,nan,9.4,nan
9/29/13,nan,nan,nan,nan,nan,82.5,nan,10.6,40
9/30/13,nan,nan,nan,nan,nan,82.8,nan,13.3,nan
10/1/13,nan,nan,nan,nan,nan,88.8,nan,5.6,nan
10/2/13,nan,nan,nan,nan,nan,89.4,nan,2.8,nan
10/3/13,nan,nan,nan,nan,nan,91.2,nan,8.1,nan
10/4/13,nan,nan,nan,nan,nan,92,nan,5.6,153
10/5/13,nan,nan,nan,nan,nan,96.7,nan,1.5,239
10/6/13,nan,nan,nan,nan,nan,69,nan,5.8,nan
10/7/13,nan,nan,nan,nan,nan,97,nan,1.7,260
10/8/13,nan,nan,nan,nan,nan,91.3,nan,3.4,nan
10/9/13,nan,nan,nan,nan,nan,97.7,nan,6.1,nan
10/10/13,nan,nan,nan,nan,nan,99.2,nan,0.5,nan
10/11/13,nan,nan,nan,nan,nan,99.3,nan,nan,nan
10/12/13,nan,nan,nan,nan,nan,99,nan,nan,nan
10/13/13,nan,nan,nan,nan,nan,94.5,nan,nan,nan
10/14/13,nan,nan,nan,nan,nan,97.5,nan,nan,nan
10/15/13,nan,nan,nan,nan,nan,99.3,nan,nan,nan
10/16/13,nan,nan,nan,nan,nan,77.8,nan,1.2,77
10/17/13,nan,nan,nan,nan,nan,56.6,nan,4.1,nan
10/18/13,nan,nan,nan,nan,nan,88,nan,3,263
10/19/13,nan,nan,nan,nan,nan,99.1,nan,3.8,nan
10/20/13,nan,nan,nan,nan,nan,100,nan,4.2,nan
10/21/13,nan,nan,nan,nan,nan,81,nan,nan,nan
10/22/13,nan,nan,nan,nan,nan,46.2,nan,3.4,nan
10/23/13,nan,nan,nan,nan,nan,93.9,nan,7.7,nan
10/24/13,nan,nan,nan,nan,nan,94.4,nan,nan,nan
10/25/13,nan,nan,nan,nan,nan,91.9,nan,nan,nan
10/26/13,nan,nan,nan,nan,nan,90.6,nan,nan,nan
10/27/13,nan,nan,nan,nan,nan,38.6,nan,2.4,98
10/28/13,nan,nan,nan,nan,nan,81.2,nan,4.2,nan
10/29/13,nan,nan,nan,nan,nan,99,nan,3.4,nan
10/30/13,nan,nan,nan,nan,nan,96,nan,4.7,nan
10/31/13,nan,nan,nan,nan,nan,98.7,nan,3.1,nan
11/1/13,nan,nan,nan,nan,nan,97.6,nan,nan,nan
11/2/13,nan,nan,nan,nan,nan,93.3,nan,nan,nan
11/3/13,nan,nan,nan,nan,nan,79,nan,2.7,nan
11/4/13,nan,nan,nan,nan,nan,82.3,nan,6.9,nan
11/5/13,nan,nan,nan,nan,nan,89.9,nan,4.9,nan
11/6/13,nan,nan,nan,nan,nan,86.9,nan,4.8,84
11/7/13,nan,nan,nan,nan,nan,95.8,nan,2,nan
11/8/13,nan,nan,nan,nan,nan,77.7,nan,8.8,nan
11/9/13,nan,nan,nan,nan,nan,29.5,nan,4.5,nan
11/10/13,nan,nan,nan,nan,nan,85.9,nan,1.6,nan
11/11/13,nan,nan,nan,nan,nan,66,nan,2.2,nan
11/12/13,nan,nan,nan,nan,nan,93.9,nan,3.2,nan
11/13/13,nan,nan,nan,nan,nan,98.1,nan,1.7,nan
11/14/13,nan,nan,nan,nan,nan,97.3,nan,nan,nan
11/15/13,nan,nan,nan,nan,nan,66.1,nan,8.2,nan
11/16/13,nan,nan,nan,nan,nan,62.3,nan,12.6,nan
11/17/13,nan,nan,nan,nan,nan,76.6,nan,27.7,nan
11/18/13,nan,nan,nan,nan,nan,66.2,nan,16.2,nan
11/19/13,nan,nan,nan,nan,nan,65.3,nan,6.3,nan
11/20/13,nan,nan,nan,nan,nan,88,nan,3.1,314
11/21/13,nan,nan,nan,nan,nan,92.4,nan,6.1,123
11/22/13,nan,nan,nan,nan,nan,93.8,nan,11,nan
11/23/13,nan,nan,nan,nan,nan,93.4,nan,6.7,nan
11/24/13,nan,nan,nan,nan,nan,46.6,nan,nan,nan
11/25/13,nan,nan,nan,nan,nan,78.9,nan,7.8,nan
11/26/13,nan,nan,nan,nan,nan,96.4,nan,2.1,176
11/27/13,nan,nan,nan,nan,nan,93.1,nan,7.3,nan
11/28/13,nan,nan,nan,nan,nan,97.1,nan,4.9,nan
11/29/13,nan,nan,nan,nan,nan,96.2,nan,2.4,236
11/30/13,nan,nan,nan,nan,nan,91.3,nan,3.6,nan
12/1/13,nan,nan,nan,nan,nan,77.7,nan,24.4,nan
12/2/13,nan,nan,nan,nan,nan,46.1,nan,17.3,nan
12/3/13,nan,nan,nan,nan,nan,24.7,nan,1.1,120
12/4/13,nan,nan,nan,nan,nan,18.4,nan,2,66
12/5/13,nan,nan,nan,nan,nan,51.1,nan,9.2,nan
12/6/13,nan,nan,nan,nan,nan,21.4,nan,0.8,60
12/7/13,nan,nan,nan,nan,nan,79.9,nan,2,230
12/8/13,nan,nan,nan,nan,nan,84.4,nan,0.8,270
12/9/13,nan,nan,nan,nan,nan,98.2,nan,nan,nan
12/10/13,nan,nan,nan,nan,nan,98.8,nan,nan,nan
12/11/13,nan,nan,nan,nan,nan,91,nan,nan,nan
12/12/13,nan,nan,nan,nan,nan,93.1,nan,5.1,nan
12/13/13,nan,nan,nan,nan,nan,94.6,nan,8.5,176
12/14/13,nan,nan,nan,nan,nan,99.1,nan,8.1,nan
12/15/13,nan,nan,nan,nan,nan,95.4,nan,4.4,nan
12/16/13,nan,nan,nan,nan,nan,94.7,nan,2.9,192
12/17/13,nan,nan,nan,nan,nan,73.2,nan,7.5,nan
12/18/13,nan,nan,nan,nan,nan,40.6,nan,1.4,5
12/19/13,nan,nan,nan,nan,nan,92.4,nan,4.8,147
12/20/13,nan,nan,nan,nan,nan,69.2,nan,2.2,nan
12/21/13,nan,nan,nan,nan,nan,75.4,nan,2.9,71
12/22/13,nan,nan,nan,nan,nan,96.1,nan,4.2,164
12/23/13,nan,nan,nan,nan,nan,98.3,nan,3.5,nan
12/24/13,nan,nan,nan,nan,nan,97.7,nan,3.7,nan
12/25/13,nan,nan,nan,nan,nan,100,nan,4.2,nan
12/26/13,nan,nan,nan,nan,nan,100,nan,nan,nan
12/27/13,nan,nan,nan,nan,nan,99.6,nan,nan,nan
12/28/13,nan,nan,nan,nan,nan,99.6,nan,nan,nan
12/29/13,nan,nan,nan,nan,nan,99.7,nan,2.4,nan
12/30/13,nan,nan,nan,nan,nan,100,nan,5.2,nan
12/31/13,nan,nan,nan,nan,nan,99.5,nan,2.2,nan
1/1/14,nan,nan,nan,nan,nan,99.8,nan,8.8,nan
1/2/14,nan,nan,nan,nan,nan,98.3,nan,nan,nan
1/3/14,nan,nan,nan,nan,nan,96.3,nan,nan,nan
1/4/14,nan,nan,nan,nan,nan,97.4,nan,nan,nan
1/5/14,nan,nan,nan,nan,nan,98.7,nan,nan,201
1/6/14,nan,nan,nan,nan,nan,100,nan,2.6,163
1/7/14,nan,nan,nan,nan,nan,99.8,nan,2.6,203
1/8/14,nan,nan,nan,nan,nan,99.3,nan,3.5,133
1/9/14,nan,nan,nan,nan,nan,96.1,nan,4.6,nan
1/10/14,nan,nan,nan,nan,nan,97.2,nan,nan,nan
1/11/14,nan,nan,nan,nan,nan,94.8,nan,nan,nan
1/12/14,nan,nan,nan,nan,nan,96.7,nan,nan,nan
1/13/14,nan,nan,nan,nan,nan,97.6,nan,nan,nan
1/14/14,nan,nan,nan,nan,nan,99.1,nan,10.3,nan
1/15/14,nan,nan,nan,nan,nan,99.1,nan,3.2,nan
1/16/14,nan,nan,nan,nan,nan,100,nan,nan,nan
1/17/14,nan,nan,nan,nan,nan,68,nan,nan,nan
1/18/14,nan,nan,nan,nan,nan,87,nan,8.5,nan
1/19/14,nan,nan,nan,nan,nan,98.6,nan,nan,nan
1/20/14,nan,nan,nan,nan,nan,93.8,nan,2.2,nan
1/21/14,nan,nan,nan,nan,nan,87.4,nan,8,nan
1/22/14,nan,nan,nan,nan,nan,91.1,nan,8.1,nan
1/23/14,nan,nan,nan,nan,nan,100,nan,7,nan
1/24/14,nan,nan,nan,nan,nan,76.3,nan,0.9,251
1/25/14,nan,nan,nan,nan,nan,49.2,nan,3.1,nan
1/26/14,nan,nan,nan,nan,nan,37.1,nan,4,nan
1/27/14,nan,nan,nan,nan,nan,45.5,nan,4,nan
1/28/14,nan,nan,nan,nan,nan,96.8,nan,1.9,224
1/29/14,nan,nan,nan,nan,nan,96.8,nan,1.9,308
1/30/14,nan,nan,nan,nan,nan,34.7,nan,2.6,nan
1/31/14,nan,nan,nan,nan,nan,68.5,nan,1.6,nan
2/1/14,nan,nan,nan,nan,nan,74.2,nan,6.2,56
2/2/14,nan,nan,nan,nan,nan,73.4,nan,9.2,nan
2/3/14,nan,nan,nan,nan,nan,64.5,nan,11.4,nan
2/4/14,nan,nan,nan,nan,nan,55.7,nan,15.2,nan
2/5/14,nan,nan,nan,nan,nan,53.4,nan,12.7,nan
2/6/14,nan,nan,nan,nan,nan,18.7,nan,2.4,61
2/7/14,nan,nan,nan,nan,nan,28.1,nan,5.8,nan
2/8/14,nan,nan,nan,nan,nan,47.5,nan,7,nan
2/9/14,nan,nan,nan,nan,nan,63.9,nan,8.8,nan
2/10/14,nan,nan,nan,nan,nan,62.5,nan,23.2,nan
2/11/14,nan,nan,nan,nan,nan,70.8,nan,11,nan
2/12/14,nan,nan,nan,nan,nan,76.6,nan,2.8,nan
2/13/14,nan,nan,nan,nan,nan,86.3,nan,8.1,nan
2/14/14,nan,nan,nan,nan,nan,91.4,nan,7.4,nan
2/15/14,nan,nan,nan,nan,nan,92.7,nan,11.5,nan
2/16/14,nan,nan,nan,nan,nan,91.9,nan,5.3,180
2/17/14,nan,nan,nan,nan,nan,89.8,nan,5,nan
2/18/14,nan,nan,nan,nan,nan,80.1,nan,7.9,nan
2/19/14,nan,nan,nan,nan,nan,70,nan,3.6,nan
2/20/14,nan,nan,nan,nan,nan,90.8,nan,2.3,nan
2/21/14,nan,nan,nan,nan,nan,84.4,nan,1.4,296
2/22/14,nan,nan,nan,nan,nan,60.3,nan,14.4,nan
2/23/14,nan,nan,nan,nan,nan,22.9,nan,9.8,nan
2/24/14,nan,nan,nan,nan,nan,20.2,nan,7.7,nan
2/25/14,nan,nan,nan,nan,nan,37.3,nan,4.6,nan
2/26/14,nan,nan,nan,nan,nan,58.5,nan,3.9,nan
2/27/14,nan,nan,nan,nan,nan,23.6,nan,7.3,nan
2/28/14,nan,nan,nan,nan,nan,29.8,nan,7.7,42
3/1/14,nan,nan,nan,nan,nan,18.6,nan,10.4,nan
3/2/14,nan,nan,nan,nan,nan,43.3,nan,17.2,nan
3/3/14,nan,nan,nan,nan,nan,45.4,nan,15.6,nan
3/4/14,nan,nan,nan,nan,nan,52.8,nan,4.3,71
3/5/14,nan,nan,nan,nan,nan,30.3,nan,5.4,48
3/6/14,nan,nan,nan,nan,nan,24.8,nan,4.6,91
3/7/14,nan,nan,nan,nan,nan,73.7,nan,7.4,89
3/8/14,nan,nan,nan,nan,nan,93.6,nan,8.9,nan
3/9/14,nan,nan,nan,nan,nan,98.8,nan,3.5,nan
3/10/14,nan,nan,nan,nan,nan,97.9,nan,4.5,nan
3/11/14,nan,nan,nan,nan,nan,98.3,nan,5.9,186
3/12/14,nan,nan,nan,nan,nan,97.7,nan,3.7,nan
3/13/14,nan,nan,nan,nan,nan,96.3,nan,4.9,nan
3/14/14,nan,nan,nan,nan,nan,90,nan,5.9,nan
3/15/14,nan,nan,nan,nan,nan,89.2,nan,1.9,nan
3/16/14,nan,nan,nan,nan,nan,95,nan,2.1,nan
3/17/14,nan,nan,nan,nan,nan,95.1,nan,1.2,nan
3/18/14,nan,nan,nan,nan,nan,92.8,nan,4.8,97
3/19/14,nan,nan,nan,nan,nan,89.7,nan,1,nan
3/20/14,nan,nan,nan,nan,nan,74.6,nan,6.9,nan
3/21/14,nan,nan,nan,nan,nan,81,nan,10.1,nan
3/22/14,nan,nan,nan,nan,nan,73.6,nan,13.9,nan
3/23/14,nan,nan,nan,nan,nan,59.7,nan,10.7,nan
3/24/14,nan,nan,nan,nan,nan,78.2,nan,23.6,nan
3/25/14,nan,nan,nan,nan,nan,77.6,nan,29.3,nan
3/26/14,nan,nan,nan,nan,nan,59.6,nan,21.8,nan
3/27/14,nan,nan,nan,nan,nan,55.1,nan,11.7,nan
3/28/14,nan,nan,nan,nan,nan,52.2,nan,15.4,nan
3/29/14,nan,nan,nan,nan,nan,52.9,nan,13.2,nan
3/30/14,nan,nan,nan,nan,nan,49.1,nan,6.5,nan
3/31/14,nan,nan,nan,nan,nan,76.9,nan,1.6,nan
4/1/14,nan,nan,nan,nan,nan,81.2,nan,3.5,nan
4/2/14,nan,nan,nan,nan,nan,79.6,nan,5.5,nan
4/3/14,nan,nan,nan,nan,nan,72.4,nan,2.5,nan
4/4/14,nan,nan,nan,nan,nan,85.4,nan,2.5,nan
4/5/14,nan,nan,nan,nan,nan,91,nan,3,nan
4/6/14,nan,nan,nan,nan,nan,97.9,nan,3.3,210
4/7/14,nan,nan,nan,nan,nan,93.3,nan,8,144
4/8/14,nan,nan,nan,nan,nan,98,nan,3.7,221
4/9/14,nan,nan,nan,nan,nan,96.8,nan,2.9,nan
4/10/14,nan,nan,nan,nan,nan,96.6,nan,3.4,285
4/11/14,nan,nan,nan,nan,nan,46.6,nan,7.2,nan
4/12/14,nan,nan,nan,nan,nan,14.2,nan,1.3,72
4/13/14,nan,nan,nan,nan,nan,11.3,nan,1.2,163
4/14/14,nan,nan,nan,nan,nan,75.7,nan,3.9,nan
4/15/14,nan,nan,nan,nan,nan,73.7,nan,2.2,nan
4/16/14,nan,nan,nan,nan,nan,80.9,nan,5,85
4/17/14,nan,nan,nan,nan,nan,nan,nan,nan,nan
4/18/14,nan,nan,nan,nan,nan,nan,nan,nan,nan
4/19/14,nan,nan,nan,nan,nan,nan,nan,nan,nan
4/20/14,nan,nan,nan,nan,nan,nan,nan,nan,nan
4/21/14,nan,nan,nan,nan,nan,76.5,nan,3.1,72
4/22/14,nan,nan,nan,nan,nan,86.1,nan,3.1,36
4/23/14,nan,nan,nan,nan,nan,90.6,nan,1.7,155
4/24/14,nan,nan,nan,nan,nan,77.7,nan,2.7,nan
4/25/14,nan,nan,nan,nan,nan,66.4,nan,4.3,nan
4/26/14,nan,nan,nan,nan,nan,60.9,nan,5.1,nan
4/27/14,nan,nan,nan,nan,nan,67.4,nan,2.9,110
4/28/14,nan,nan,nan,nan,nan,86.9,nan,6.6,nan
4/29/14,nan,nan,nan,nan,nan,85.6,nan,7.1,nan
4/30/14,nan,nan,nan,nan,nan,57.9,nan,5.8,nan
5/1/14,nan,nan,nan,nan,nan,54.1,nan,10,nan
5/2/14,nan,nan,nan,nan,nan,59.4,nan,16.2,nan
5/3/14,nan,nan,nan,nan,nan,51.4,nan,8.8,nan
5/4/14,nan,nan,nan,nan,nan,50.1,nan,3.2,330
5/5/14,nan,nan,nan,nan,nan,53.6,nan,0.6,94
5/6/14,nan,nan,nan,nan,nan,66.5,nan,2.8,nan
5/7/14,nan,nan,nan,nan,nan,65.3,nan,2.2,nan
5/8/14,nan,nan,nan,nan,nan,60.6,nan,2.4,nan
5/9/14,nan,nan,nan,nan,nan,54.7,nan,7.1,nan
5/10/14,nan,nan,nan,nan,nan,62.3,nan,2.6,nan
5/11/14,nan,nan,nan,nan,nan,91.2,nan,2.3,95
5/12/14,nan,nan,nan,nan,nan,80.5,nan,5.3,nan
5/13/14,nan,nan,nan,nan,nan,82,nan,3.9,72
5/14/14,nan,nan,nan,nan,nan,87.8,nan,2.1,130
5/15/14,nan,nan,nan,nan,nan,76.5,nan,11.8,nan
5/16/14,nan,nan,nan,nan,nan,44,nan,6.6,nan
5/17/14,nan,nan,nan,nan,nan,41.9,nan,3.8,nan
5/18/14,nan,nan,nan,nan,nan,74.1,nan,1.6,235
5/19/14,nan,nan,nan,nan,nan,89.5,nan,5.6,nan
5/20/14,nan,nan,nan,nan,nan,87.6,nan,3.8,157
5/21/14,nan,nan,nan,nan,nan,83,nan,2.7,nan
5/22/14,nan,nan,nan,nan,nan,88.5,nan,1,265
5/23/14,nan,nan,nan,nan,nan,77.3,nan,1.6,206
5/24/14,nan,nan,nan,nan,nan,91.6,nan,2.4,nan
5/25/14,nan,nan,nan,nan,nan,47,nan,1.4,nan
5/26/14,nan,nan,nan,nan,nan,27.6,nan,1.3,nan
5/27/14,nan,nan,nan,nan,nan,82.6,nan,2.7,nan
5/28/14,nan,nan,nan,nan,nan,99.8,nan,1.8,nan
5/29/14,nan,nan,nan,nan,nan,93.8,nan,1,249
5/30/14,nan,nan,nan,nan,nan,99.1,nan,2,198
5/31/14,nan,nan,nan,nan,nan,99.3,nan,3.5,nan
6/1/14,nan,nan,nan,nan,nan,nan,nan,nan,nan
6/2/14,nan,nan,nan,nan,nan,nan,nan,nan,nan
6/3/14,nan,nan,nan,nan,nan,92.1,nan,1.3,nan
6/4/14,nan,nan,nan,nan,nan,74.9,nan,2.2,nan
6/5/14,nan,nan,nan,nan,nan,99.2,nan,2.4,nan
6/6/14,nan,nan,nan,nan,nan,72.9,nan,1.5,nan
6/7/14,nan,nan,nan,nan,nan,87,nan,4.6,112
6/8/14,nan,nan,nan,nan,nan,95.9,nan,4.2,nan
6/9/14,nan,nan,nan,nan,nan,92.1,nan,1.5,184
6/10/14,nan,nan,nan,nan,nan,99.1,nan,2.3,nan
6/11/14,nan,nan,nan,nan,nan,97.7,nan,2.2,nan
6/12/14,nan,nan,nan,nan,nan,96.4,nan,1.4,nan
6/13/14,nan,nan,nan,nan,nan,94.7,nan,3,nan
6/14/14,nan,nan,nan,nan,nan,89.2,nan,4.1,nan
6/15/14,nan,nan,nan,nan,nan,79.3,nan,1.6,nan
6/16/14,nan,nan,nan,nan,nan,75.5,nan,1.5,154
6/17/14,nan,nan,nan,nan,nan,92.3,nan,7.7,nan
6/18/14,nan,nan,nan,nan,nan,94.6,nan,2.5,201
6/19/14,nan,nan,nan,nan,nan,74.7,nan,3.5,nan
6/20/14,nan,nan,nan,nan,nan,93.4,nan,3.9,204
6/21/14,nan,nan,nan,nan,nan,82.5,nan,4.1,nan
6/22/14,nan,nan,nan,nan,nan,90,nan,8.3,nan
6/23/14,nan,nan,nan,nan,nan,93,nan,8.1,nan
6/24/14,nan,nan,nan,nan,nan,90.7,nan,3.8,nan
6/25/14,nan,nan,nan,nan,nan,95.8,nan,2.4,198
6/26/14,nan,nan,nan,nan,nan,70.3,nan,3.4,nan
6/27/14,nan,nan,nan,nan,nan,38.5,nan,3.7,nan
6/28/14,nan,nan,nan,nan,nan,72.2,nan,1,53
6/29/14,nan,nan,nan,nan,nan,100,nan,2.1,235
6/30/14,nan,nan,nan,nan,nan,94.1,nan,2.8,157
7/1/14,nan,nan,nan,nan,nan,73.8,nan,3.5,nan
7/2/14,nan,nan,nan,nan,nan,83,nan,4.6,75
7/3/14,nan,nan,nan,nan,nan,99.4,nan,1.7,nan
7/4/14,nan,nan,nan,nan,nan,100,nan,2.5,nan
7/5/14,nan,nan,nan,nan,nan,80.9,nan,1.9,70
7/6/14,nan,nan,nan,nan,nan,78.9,nan,2.6,128
7/7/14,nan,nan,nan,nan,nan,90.4,nan,3.7,117
7/8/14,nan,nan,nan,nan,nan,95.8,nan,2.6,165
7/9/14,nan,nan,nan,nan,nan,100,nan,3.6,nan
7/10/14,nan,nan,nan,nan,nan,91.5,nan,1.4,266
7/11/14,nan,nan,nan,nan,nan,68.3,nan,4.3,nan
7/12/14,nan,nan,nan,nan,nan,93.2,nan,6.8,nan
7/13/14,nan,nan,nan,nan,nan,93.9,nan,3.3,142
7/14/14,nan,nan,nan,nan,nan,94.4,nan,2.8,128
7/15/14,nan,nan,nan,nan,nan,95.2,nan,1.6,nan
7/16/14,nan,nan,nan,nan,nan,95.5,nan,1,263
7/17/14,nan,nan,nan,nan,nan,96.8,nan,1.5,77
7/18/14,nan,nan,nan,nan,nan,83.3,nan,1.5,50
7/19/14,nan,nan,nan,nan,nan,97.9,nan,1.5,243
7/20/14,nan,nan,nan,nan,nan,99.2,nan,3.1,205
7/21/14,nan,nan,nan,nan,nan,73.3,nan,3.5,44
7/22/14,nan,nan,nan,nan,nan,73.2,nan,2.2,nan
7/23/14,nan,nan,nan,nan,nan,92.5,nan,2.9,nan
