Date,site_temp_min,site_temp_max,site_temp_WMO,site_temp_USGS,Barom,RelHum,WindGustSpeed,WindSpeed,VecAvgWindDir
7/24/14,nan,nan,nan,nan,nan,96.4,nan,2,204
7/25/14,nan,nan,nan,nan,nan,96.1,nan,5.8,nan
7/26/14,nan,nan,nan,nan,nan,97.2,nan,7.3,nan
7/27/14,nan,nan,nan,nan,nan,96.1,nan,5.4,nan
7/28/14,nan,nan,nan,nan,nan,93.8,nan,4.9,nan
7/29/14,nan,nan,nan,nan,nan,95.7,nan,4.5,134
7/30/14,nan,nan,nan,nan,nan,100,nan,2.2,nan
7/31/14,nan,nan,nan,nan,nan,80.1,nan,1.3,nan
8/1/14,nan,nan,nan,nan,nan,65.1,nan,2.4,nan
8/2/14,nan,nan,nan,nan,nan,45.6,nan,0.8,176
8/3/14,nan,nan,nan,nan,nan,66.8,nan,2.8,96
8/4/14,nan,nan,nan,nan,nan,80.3,nan,5.3,nan
8/5/14,nan,nan,nan,nan,nan,81.1,nan,3.4,158
8/6/14,nan,nan,nan,nan,nan,100,nan,2.4,nan
8/7/14,nan,nan,nan,nan,nan,94.6,nan,1.8,nan
8/8/14,nan,nan,nan,nan,nan,89.8,nan,2.6,172
8/9/14,nan,nan,nan,nan,nan,95.9,nan,7.1,nan
8/10/14,nan,nan,nan,nan,nan,91.1,nan,6.8,149
8/11/14,nan,nan,nan,nan,nan,93.3,nan,5.1,157
8/12/14,nan,nan,nan,nan,nan,94.8,nan,4.1,nan
8/13/14,nan,nan,nan,nan,nan,89.5,nan,2.6,141
8/14/14,nan,nan,nan,nan,nan,94.6,nan,3.8,nan
8/15/14,nan,nan,nan,nan,nan,89,nan,4.9,nan
8/16/14,nan,nan,nan,nan,nan,98.1,nan,2.8,232
8/17/14,nan,nan,nan,nan,nan,93.4,nan,5,179
8/18/14,nan,nan,nan,nan,nan,100,nan,4,nan
8/19/14,nan,nan,nan,nan,nan,100,nan,2.1,nan
8/20/14,nan,nan,nan,nan,nan,75.6,nan,1.9,51
8/21/14,nan,nan,nan,nan,nan,67.7,nan,4.2,nan
8/22/14,nan,nan,nan,nan,nan,nan,nan,nan,nan
8/23/14,nan,nan,nan,nan,nan,nan,nan,nan,nan
8/24/14,nan,nan,nan,nan,nan,85.4,nan,3.1,119
8/25/14,nan,nan,nan,nan,nan,99.4,nan,3.2,nan
8/26/14,nan,nan,nan,nan,nan,99.9,nan,2.8,nan
8/27/14,nan,nan,nan,nan,nan,100,nan,2.2,nan
8/28/14,nan,nan,nan,nan,nan,95,nan,2.5,170
8/29/14,nan,nan,nan,nan,nan,96.7,nan,4.5,106
8/30/14,nan,nan,nan,nan,nan,99.3,nan,1.8,nan
8/31/14,nan,nan,nan,nan,nan,98.2,nan,2.9,119
9/1/14,nan,nan,nan,nan,nan,99,nan,2,nan
9/2/14,nan,nan,nan,nan,nan,100,nan,2.3,nan
9/3/14,nan,nan,nan,nan,nan,100,nan,5,nan
9/4/14,nan,nan,nan,nan,nan,100,nan,2.5,nan
9/5/14,nan,nan,nan,nan,nan,100,nan,5.6,nan
9/6/14,nan,nan,nan,nan,nan,99.4,nan,3.2,nan
9/7/14,nan,nan,nan,nan,nan,88.9,nan,3.3,nan
9/8/14,nan,nan,nan,nan,nan,77.3,nan,3.6,nan
9/9/14,nan,nan,nan,nan,nan,39.2,nan,5.9,nan
9/10/14,nan,nan,nan,nan,nan,74,nan,2.9,145
9/11/14,nan,nan,nan,nan,nan,99.5,nan,2.5,198
9/12/14,nan,nan,nan,nan,nan,100,nan,1.4,249
9/13/14,nan,nan,nan,nan,nan,100,nan,3.6,nan
9/14/14,nan,nan,nan,nan,nan,71.4,nan,1.9,244
9/15/14,nan,nan,nan,nan,nan,60.5,nan,4.4,84
9/16/14,nan,nan,nan,nan,nan,92.4,nan,2.3,157
9/17/14,nan,nan,nan,nan,nan,83.2,nan,2.3,192
9/18/14,nan,nan,nan,nan,nan,94.6,nan,6.9,nan
9/19/14,nan,nan,nan,nan,nan,98.6,nan,5.6,nan
9/20/14,nan,nan,nan,nan,nan,96,nan,5.4,163
9/21/14,nan,nan,nan,nan,nan,93.3,nan,7.7,nan
9/22/14,nan,nan,nan,nan,nan,100,nan,nan,nan
9/23/14,nan,nan,nan,nan,nan,86,nan,5.7,nan
9/24/14,nan,nan,nan,nan,nan,74.4,nan,17.9,nan
9/25/14,nan,nan,nan,nan,nan,83.3,nan,14.8,nan
9/26/14,nan,nan,nan,nan,nan,86,nan,5.2,nan
9/27/14,nan,nan,nan,nan,nan,94.7,nan,7.3,nan
9/28/14,nan,nan,nan,nan,nan,95.9,nan,5.2,133
9/29/14,nan,nan,nan,nan,nan,98.6,nan,2,nan
9/30/14,nan,nan,nan,nan,nan,98.3,nan,3.6,237
10/1/14,nan,nan,nan,nan,nan,69.3,nan,3.6,nan
10/2/14,nan,nan,nan,nan,nan,42.2,nan,6.1,nan
10/3/14,nan,nan,nan,nan,nan,93.4,nan,8.5,nan
10/4/14,nan,nan,nan,nan,nan,97.6,nan,4.7,nan
10/5/14,nan,nan,nan,nan,nan,96.6,nan,7.4,175
10/6/14,nan,nan,nan,nan,nan,99.6,nan,3.4,238
10/7/14,nan,nan,nan,nan,nan,98.6,nan,nan,nan
10/8/14,nan,nan,nan,nan,nan,92.8,nan,nan,nan
10/9/14,nan,nan,nan,nan,nan,89.2,nan,8.6,nan
10/10/14,nan,nan,nan,nan,nan,96.4,nan,7.1,nan
10/11/14,nan,nan,nan,nan,nan,98,nan,5.2,nan
10/12/14,nan,nan,nan,nan,nan,100,nan,4.9,nan
10/13/14,nan,nan,nan,nan,nan,92,nan,10.1,79
10/14/14,nan,nan,nan,nan,nan,75.4,nan,4.8,nan
10/15/14,nan,nan,nan,nan,nan,85.2,nan,9.1,nan
10/16/14,nan,nan,nan,nan,nan,88.7,nan,5.7,nan
10/17/14,nan,nan,nan,nan,nan,87.2,nan,14.1,nan
10/18/14,nan,nan,nan,nan,nan,90.5,nan,8,104
10/19/14,nan,nan,nan,nan,nan,93.2,nan,10.6,104
10/20/14,nan,nan,nan,nan,nan,95.8,nan,4,172
10/21/14,nan,nan,nan,nan,nan,86.2,nan,8.7,80
10/22/14,nan,nan,nan,nan,nan,84,nan,7.1,96
10/23/14,nan,nan,nan,nan,nan,84.6,nan,6.5,nan
10/24/14,nan,nan,nan,nan,nan,90.7,nan,2.3,nan
10/25/14,nan,nan,nan,nan,nan,83.5,nan,4,nan
10/26/14,nan,nan,nan,nan,nan,90.4,nan,2,nan
10/27/14,nan,nan,nan,nan,nan,88.1,nan,8.5,nan
10/28/14,nan,nan,nan,nan,nan,84.8,nan,20.6,nan
10/29/14,nan,nan,nan,nan,nan,91.2,nan,5,124
10/30/14,nan,nan,nan,nan,nan,88.7,nan,6.4,nan
10/31/14,nan,nan,nan,nan,nan,94.5,nan,4.8,nan
11/1/14,nan,nan,nan,nan,nan,89.4,nan,9.2,nan
11/2/14,nan,nan,nan,nan,nan,95.4,nan,5,nan
11/3/14,nan,nan,nan,nan,nan,90.4,nan,13.3,nan
11/4/14,nan,nan,nan,nan,nan,93.8,nan,5.7,190
11/5/14,nan,nan,nan,nan,nan,88.5,nan,13.2,nan
11/6/14,nan,nan,nan,nan,nan,97.9,nan,2.1,nan
11/7/14,nan,nan,nan,nan,nan,93.4,nan,5.1,135
11/8/14,nan,nan,nan,nan,nan,94.3,nan,2.7,191
11/9/14,nan,nan,nan,nan,nan,83.5,nan,1,234
11/10/14,nan,nan,nan,nan,nan,84.9,nan,nan,nan
11/11/14,nan,nan,nan,nan,nan,21.4,nan,3.1,nan
11/12/14,nan,nan,nan,nan,nan,19.9,nan,2.8,nan
11/13/14,nan,nan,nan,nan,nan,8.5,nan,3.8,43
11/14/14,nan,nan,nan,nan,nan,8.7,nan,1.9,80
11/15/14,nan,nan,nan,nan,nan,8.5,nan,1.2,78
11/16/14,nan,nan,nan,nan,nan,34.3,nan,4.4,93
11/17/14,nan,nan,nan,nan,nan,85.3,nan,3.1,nan
11/18/14,nan,nan,nan,nan,nan,62.4,nan,6.2,nan
11/19/14,nan,nan,nan,nan,nan,97.1,nan,nan,nan
11/20/14,nan,nan,nan,nan,nan,86,nan,5.7,nan
11/21/14,nan,nan,nan,nan,nan,91.7,nan,5,135
11/22/14,nan,nan,nan,nan,nan,95.3,nan,2.8,194
11/23/14,nan,nan,nan,nan,nan,97.4,nan,2.2,nan
11/24/14,nan,nan,nan,nan,nan,93.9,nan,3.2,159
11/25/14,nan,nan,nan,nan,nan,98.3,nan,0.9,nan
11/26/14,nan,nan,nan,nan,nan,83.1,nan,8.6,nan
11/27/14,nan,nan,nan,nan,nan,73.6,nan,16.3,nan
11/28/14,nan,nan,nan,nan,nan,31.4,nan,5.3,23
11/29/14,nan,nan,nan,nan,nan,35.3,nan,0.7,99
11/30/14,nan,nan,nan,nan,nan,86.7,nan,4.7,nan
12/1/14,nan,nan,nan,nan,nan,74,nan,3.1,343
12/2/14,nan,nan,nan,nan,nan,98,nan,2.5,nan
12/3/14,nan,nan,nan,nan,nan,97.1,nan,nan,nan
12/4/14,nan,nan,nan,nan,nan,41.4,nan,nan,nan
12/5/14,nan,nan,nan,nan,nan,16.6,nan,4.3,nan
12/6/14,nan,nan,nan,nan,nan,87.1,nan,2.9,nan
12/7/14,nan,nan,nan,nan,nan,88.9,nan,7.1,nan
12/8/14,nan,nan,nan,nan,nan,91.9,nan,9.7,nan
12/9/14,nan,nan,nan,nan,nan,92,nan,8.1,nan
12/10/14,nan,nan,nan,nan,nan,89.8,nan,9.4,nan
12/11/14,nan,nan,nan,nan,nan,84.3,nan,4.9,107
12/12/14,nan,nan,nan,nan,nan,98.2,nan,2.1,202
12/13/14,nan,nan,nan,nan,nan,98.4,nan,3.9,nan
12/14/14,nan,nan,nan,nan,nan,88.1,nan,9.3,nan
12/15/14,nan,nan,nan,nan,nan,82.6,nan,10.3,nan
12/16/14,nan,nan,nan,nan,nan,92.6,nan,4.7,154
12/17/14,nan,nan,nan,nan,nan,87.2,nan,3.5,nan
12/18/14,nan,nan,nan,nan,nan,73.9,nan,9,nan
12/19/14,nan,nan,nan,nan,nan,nan,nan,nan,nan
12/20/14,nan,nan,nan,nan,nan,nan,nan,nan,nan
12/21/14,nan,nan,nan,nan,nan,nan,nan,nan,nan
12/22/14,nan,nan,nan,nan,nan,98.4,nan,nan,nan
12/23/14,nan,nan,nan,nan,nan,82.9,nan,15.9,nan
12/24/14,nan,nan,nan,nan,nan,89.1,nan,2.3,259
12/25/14,nan,nan,nan,nan,nan,97.3,nan,2.7,nan
12/26/14,nan,nan,nan,nan,nan,98.1,nan,nan,nan
12/27/14,nan,nan,nan,nan,nan,75.7,nan,nan,nan
12/28/14,nan,nan,nan,nan,nan,49.3,nan,8.7,nan
12/29/14,nan,nan,nan,nan,nan,14.7,nan,1.9,203
12/30/14,nan,nan,nan,nan,nan,59.2,nan,2.2,255
12/31/14,nan,nan,nan,nan,nan,100,nan,2.3,nan
1/1/15,nan,nan,nan,nan,nan,94.8,nan,7.3,nan
1/2/15,nan,nan,nan,nan,nan,74.9,nan,22.4,nan
1/3/15,nan,nan,nan,nan,nan,69.9,nan,24.3,nan
1/4/15,nan,nan,nan,nan,nan,61,nan,27.4,nan
1/5/15,nan,nan,nan,nan,nan,33.6,nan,19.1,nan
1/6/15,nan,nan,nan,nan,nan,85.8,nan,12.1,nan
1/7/15,nan,nan,nan,nan,nan,93.8,nan,5,nan
1/8/15,nan,nan,nan,nan,nan,80.1,nan,3.9,nan
1/9/15,nan,nan,nan,nan,nan,86.5,nan,2.8,107
1/10/15,nan,nan,nan,nan,nan,99.7,nan,0.8,108
1/11/15,nan,nan,nan,nan,nan,93.3,nan,3.1,nan
1/12/15,nan,nan,nan,nan,nan,91.7,nan,3.8,133
1/13/15,nan,nan,nan,nan,nan,97.7,nan,5,nan
1/14/15,nan,nan,nan,nan,nan,94.1,nan,8.1,nan
1/15/15,nan,nan,nan,nan,nan,94.3,nan,9.1,nan
1/16/15,nan,nan,nan,nan,nan,98.7,nan,6.6,nan
1/17/15,nan,nan,nan,nan,nan,94.4,nan,7.2,165
1/18/15,nan,nan,nan,nan,nan,88.4,nan,4.1,nan
1/19/15,nan,nan,nan,nan,nan,93.2,nan,5.5,nan
1/20/15,nan,nan,nan,nan,nan,94.8,nan,11.5,nan
1/21/15,nan,nan,nan,nan,nan,98,nan,8.1,nan
1/22/15,nan,nan,nan,nan,nan,100,nan,6.4,nan
1/23/15,nan,nan,nan,nan,nan,99.8,nan,6.5,183
1/24/15,nan,nan,nan,nan,nan,99.6,nan,6.6,nan
1/25/15,nan,nan,nan,nan,nan,99,nan,3.8,241
1/26/15,nan,nan,nan,nan,nan,95.4,nan,0.6,nan
1/27/15,nan,nan,nan,nan,nan,78.5,nan,1.3,226
1/28/15,nan,nan,nan,nan,nan,94.1,nan,6.2,130
1/29/15,nan,nan,nan,nan,nan,98.1,nan,3.6,nan
1/30/15,nan,nan,nan,nan,nan,85.1,nan,nan,nan
1/31/15,nan,nan,nan,nan,nan,35.9,nan,10.2,nan
2/1/15,nan,nan,nan,nan,nan,70.7,nan,25.5,nan
2/2/15,nan,nan,nan,nan,nan,43,nan,17.8,37
2/3/15,nan,nan,nan,nan,nan,53.4,nan,1.8,nan
2/4/15,nan,nan,nan,nan,nan,50.4,nan,1.9,nan
2/5/15,nan,nan,nan,nan,nan,69.5,nan,31.7,nan
2/6/15,nan,nan,nan,nan,nan,77.2,nan,30.6,nan
2/7/15,nan,nan,nan,nan,nan,84.6,nan,6.8,nan
2/8/15,nan,nan,nan,nan,nan,93.8,nan,6,177
2/9/15,nan,nan,nan,nan,nan,94.3,nan,nan,nan
2/10/15,nan,nan,nan,nan,nan,53,nan,6.5,nan
2/11/15,nan,nan,nan,nan,nan,94.8,nan,6.5,173
2/12/15,nan,nan,nan,nan,nan,94.5,nan,5.9,nan
2/13/15,nan,nan,nan,nan,nan,94.4,nan,8.5,nan
2/14/15,nan,nan,nan,nan,nan,99.5,nan,3.9,nan
2/15/15,nan,nan,nan,nan,nan,90.7,nan,nan,nan
2/16/15,nan,nan,nan,nan,nan,79.5,nan,4.5,169
2/17/15,nan,nan,nan,nan,nan,87.2,nan,4.1,228
2/18/15,nan,nan,nan,nan,nan,73,nan,5.9,nan
2/19/15,nan,nan,nan,nan,nan,95.6,nan,2,190
2/20/15,nan,nan,nan,nan,nan,70,nan,2.7,nan
2/21/15,nan,nan,nan,nan,nan,51.1,nan,3.5,nan
2/22/15,nan,nan,nan,nan,nan,100,nan,3.2,nan
2/23/15,nan,nan,nan,nan,nan,97.1,nan,4.1,nan
2/24/15,nan,nan,nan,nan,nan,98.5,nan,nan,nan
2/25/15,nan,nan,nan,nan,nan,95.6,nan,1.6,nan
2/26/15,nan,nan,nan,nan,nan,65.3,nan,10.6,nan
2/27/15,nan,nan,nan,nan,nan,33.9,nan,1.9,149
2/28/15,nan,nan,nan,nan,nan,46.6,nan,1,311
3/1/15,nan,nan,nan,nan,nan,58,nan,3.1,272
3/2/15,nan,nan,nan,nan,nan,20.7,nan,1.9,89
3/3/15,nan,nan,nan,nan,nan,65.6,nan,2,257
3/4/15,nan,nan,nan,nan,nan,99.5,nan,0.8,nan
3/5/15,nan,nan,nan,nan,nan,97.3,nan,1,nan
3/6/15,nan,nan,nan,nan,nan,98,nan,nan,nan
3/7/15,nan,nan,nan,nan,nan,98.7,nan,nan,nan
3/8/15,nan,nan,nan,nan,nan,98.5,nan,2,nan
3/9/15,nan,nan,nan,nan,nan,94.3,nan,nan,nan
3/10/15,nan,nan,nan,nan,nan,93.5,nan,nan,nan
3/11/15,nan,nan,nan,nan,nan,86.8,nan,nan,nan
3/12/15,nan,nan,nan,nan,nan,94.3,nan,10.3,nan
3/13/15,nan,nan,nan,nan,nan,96.9,nan,5.8,210
3/14/15,nan,nan,nan,nan,nan,91.9,nan,2.2,nan
3/15/15,nan,nan,nan,nan,nan,93.9,nan,nan,nan
3/16/15,nan,nan,nan,nan,nan,63.8,nan,nan,nan
3/17/15,nan,nan,nan,nan,nan,71.6,nan,5.1,111
3/18/15,nan,nan,nan,nan,nan,84.5,nan,4.7,114
3/19/15,nan,nan,nan,nan,nan,81.4,nan,4.3,85
3/20/15,nan,nan,nan,nan,nan,83.7,nan,14.4,nan
3/21/15,nan,nan,nan,nan,nan,90.7,nan,6.6,nan
3/22/15,nan,nan,nan,nan,nan,81.4,nan,2.6,nan
3/23/15,nan,nan,nan,nan,nan,64.9,nan,5.8,nan
3/24/15,nan,nan,nan,nan,nan,71,nan,2,nan
3/25/15,nan,nan,nan,nan,nan,61.4,nan,8.7,nan
3/26/15,nan,nan,nan,nan,nan,91.3,nan,6.1,181
3/27/15,nan,nan,nan,nan,nan,98.8,nan,2,nan
3/28/15,nan,nan,nan,nan,nan,90.4,nan,6,122
3/29/15,nan,nan,nan,nan,nan,90.3,nan,5.2,nan
3/30/15,nan,nan,nan,nan,nan,82.9,nan,8.7,nan
3/31/15,nan,nan,nan,nan,nan,86.5,nan,2.7,132
4/1/15,nan,nan,nan,nan,nan,87,nan,3.1,173
4/2/15,nan,nan,nan,nan,nan,86.8,nan,6.6,101
4/3/15,nan,nan,nan,nan,nan,80,nan,9,nan
4/4/15,nan,nan,nan,nan,nan,79.4,nan,1.7,116
4/5/15,nan,nan,nan,nan,nan,84.2,nan,1.6,245
4/6/15,nan,nan,nan,nan,nan,97.1,nan,2.3,nan
4/7/15,nan,nan,nan,nan,nan,96.1,nan,4,199
4/8/15,nan,nan,nan,nan,nan,87.3,nan,11.8,nan
4/9/15,nan,nan,nan,nan,nan,88.1,nan,11.2,nan
4/10/15,nan,nan,nan,nan,nan,93.1,nan,6.5,nan
4/11/15,nan,nan,nan,nan,nan,89.8,nan,4.8,161
4/12/15,nan,nan,nan,nan,nan,91.3,nan,4.8,183
4/13/15,nan,nan,nan,nan,nan,84.3,nan,6,nan
4/14/15,nan,nan,nan,nan,nan,93.7,nan,4.7,nan
4/15/15,nan,nan,nan,nan,nan,90.2,nan,7.1,nan
4/16/15,nan,nan,nan,nan,nan,98.4,nan,2.7,nan
4/17/15,nan,nan,nan,nan,nan,96.9,nan,2.6,nan
4/18/15,nan,nan,nan,nan,nan,91.3,nan,5,nan
4/19/15,nan,nan,nan,nan,nan,89.9,nan,4.3,143
4/20/15,nan,nan,nan,nan,nan,93,nan,6.2,nan
4/21/15,nan,nan,nan,nan,nan,97.5,nan,1.8,nan
4/22/15,nan,nan,nan,nan,nan,67.3,nan,7.9,nan
4/23/15,nan,nan,nan,nan,nan,68,nan,13.9,nan
4/24/15,nan,nan,nan,nan,nan,77.3,nan,5.7,nan
4/25/15,nan,nan,nan,nan,nan,69.4,nan,4,91
4/26/15,nan,nan,nan,nan,nan,73.3,nan,7.2,nan
4/27/15,nan,nan,nan,nan,nan,86.1,nan,5.7,nan
4/28/15,nan,nan,nan,nan,nan,88.1,nan,11.3,nan
4/29/15,nan,nan,nan,nan,nan,92.4,nan,3.7,182
4/30/15,nan,nan,nan,nan,nan,87.9,nan,1.4,94
5/1/15,nan,nan,nan,nan,nan,96,nan,2.2,nan
5/2/15,nan,nan,nan,nan,nan,92.7,nan,1.9,nan
5/3/15,nan,nan,nan,nan,nan,73.5,nan,6.3,nan
5/4/15,nan,nan,nan,nan,nan,64.1,nan,11.3,nan
5/5/15,nan,nan,nan,nan,nan,34.6,nan,4.4,17
5/6/15,nan,nan,nan,nan,nan,40.7,nan,2.5,nan
5/7/15,nan,nan,nan,nan,nan,79,nan,3.6,nan
5/8/15,nan,nan,nan,nan,nan,80.6,nan,3,82
5/9/15,nan,nan,nan,nan,nan,81.8,nan,5.1,145
5/10/15,nan,nan,nan,nan,nan,69.4,nan,3.1,nan
5/11/15,nan,nan,nan,nan,nan,84.1,nan,4.8,145
5/12/15,nan,nan,nan,nan,nan,54.2,nan,5.6,nan
5/13/15,nan,nan,nan,nan,nan,51.8,nan,5.2,nan
5/14/15,nan,nan,nan,nan,nan,51.1,nan,0.6,210
5/15/15,nan,nan,nan,nan,nan,31.3,nan,1.7,nan
5/16/15,nan,nan,nan,nan,nan,28.4,nan,1.4,nan
5/17/15,nan,nan,nan,nan,nan,35.2,nan,2.2,nan
5/18/15,nan,nan,nan,nan,nan,49.4,nan,2.2,nan
5/19/15,nan,nan,nan,nan,nan,65.3,nan,1,226
5/20/15,nan,nan,nan,nan,nan,51.3,nan,0.9,154
5/21/15,nan,nan,nan,nan,nan,47,nan,4.3,nan
5/22/15,nan,nan,nan,nan,nan,52.8,nan,6.1,nan
5/23/15,nan,nan,nan,nan,nan,61.4,nan,4.8,53
5/24/15,nan,nan,nan,nan,nan,83.4,nan,0.7,211
5/25/15,nan,nan,nan,nan,nan,53,nan,0.6,135
5/26/15,nan,nan,nan,nan,nan,68.6,nan,1.3,280
5/27/15,nan,nan,nan,nan,nan,96.3,nan,1.2,215
5/28/15,nan,nan,nan,nan,nan,73,nan,5.8,30
5/29/15,nan,nan,nan,nan,nan,43.2,nan,2.7,nan
5/30/15,nan,nan,nan,nan,nan,29.1,nan,1.1,316
5/31/15,nan,nan,nan,nan,nan,63.6,nan,1.9,76
6/1/15,nan,nan,nan,nan,nan,77.2,nan,2.2,nan
6/2/15,nan,nan,nan,nan,nan,90.7,nan,3.3,156
6/3/15,nan,nan,nan,nan,nan,95.1,nan,3.4,174
6/4/15,nan,nan,nan,nan,nan,92.4,nan,7.8,157
6/5/15,nan,nan,nan,nan,nan,97.9,nan,5.3,nan
6/6/15,nan,nan,nan,nan,nan,97.2,nan,2,222
6/7/15,nan,nan,nan,nan,nan,97.5,nan,3.7,nan
6/8/15,nan,nan,nan,nan,nan,99.9,nan,3.8,nan
6/9/15,nan,nan,nan,nan,nan,96.8,nan,2.5,nan
6/10/15,nan,nan,nan,nan,nan,94.8,nan,2.9,nan
6/11/15,nan,nan,nan,nan,nan,97.7,nan,2.6,226
6/12/15,nan,nan,nan,nan,nan,100,nan,2.2,nan
6/13/15,nan,nan,nan,nan,nan,84.7,nan,8.8,nan
6/14/15,nan,nan,nan,nan,nan,68.5,nan,10.9,nan
6/15/15,nan,nan,nan,nan,nan,60.8,nan,10.4,nan
6/16/15,nan,nan,nan,nan,nan,60.9,nan,4.7,52
6/17/15,nan,nan,nan,nan,nan,88.3,nan,2.2,nan
6/18/15,nan,nan,nan,nan,nan,97,nan,0.9,175
6/19/15,nan,nan,nan,nan,nan,92.3,nan,0.8,174
6/20/15,nan,nan,nan,nan,nan,98,nan,1.3,221
6/21/15,nan,nan,nan,nan,nan,72.4,nan,1.1,52
6/22/15,nan,nan,nan,nan,nan,72.8,nan,1.3,75
6/23/15,nan,nan,nan,nan,nan,87.6,nan,1.9,nan
6/24/15,nan,nan,nan,nan,nan,67.5,nan,2,110
6/25/15,nan,nan,nan,nan,nan,88.8,nan,3.5,106
6/26/15,nan,nan,nan,nan,nan,96.8,nan,4,211
6/27/15,nan,nan,nan,nan,nan,91.9,nan,1.6,206
6/28/15,nan,nan,nan,nan,nan,84.2,nan,2.7,118
6/29/15,nan,nan,nan,nan,nan,98.1,nan,3.6,nan
6/30/15,nan,nan,nan,nan,nan,98.2,nan,2.2,nan
7/1/15,nan,nan,nan,nan,nan,83.1,nan,4.6,116
7/2/15,nan,nan,nan,nan,nan,94.1,nan,7.1,nan
7/3/15,nan,nan,nan,nan,nan,100,nan,3.9,nan
7/4/15,nan,nan,nan,nan,nan,77.3,nan,1.9,80
7/5/15,nan,nan,nan,nan,nan,58.6,nan,1,118
7/6/15,nan,nan,nan,nan,nan,52.5,nan,2.8,29
7/7/15,nan,nan,nan,nan,nan,74.6,nan,2.5,nan
7/8/15,nan,nan,nan,nan,nan,100,nan,1.8,233
7/9/15,nan,nan,nan,nan,nan,99.4,nan,2.6,nan
7/10/15,nan,nan,nan,nan,nan,90.5,nan,2.7,nan
7/11/15,nan,nan,nan,nan,nan,93.6,nan,3.5,nan
7/12/15,nan,nan,nan,nan,nan,87.2,nan,2.1,148
7/13/15,nan,nan,nan,nan,nan,92.8,nan,2.5,169
7/14/15,nan,nan,nan,nan,nan,96.3,nan,3.4,114
7/15/15,nan,nan,nan,nan,nan,98.9,nan,2.6,nan
7/16/15,nan,nan,nan,nan,nan,99.9,nan,2.6,nan
7/17/15,nan,nan,nan,nan,nan,100,nan,3,nan
7/18/15,nan,nan,nan,nan,nan,100,nan,3.1,nan
7/19/15,nan,nan,nan,nan,nan,93.9,nan,3.4,nan
7/20/15,nan,nan,nan,nan,nan,82.8,nan,5.4,nan
7/21/15,nan,nan,nan,nan,nan,71.6,nan,2.3,293
7/22/15,nan,nan,nan,nan,nan,95.3,nan,1.4,258
7/23/15,nan,nan,nan,nan,nan,98.1,nan,4.5,129
7/24/15,nan,nan,nan,nan,nan,93.9,nan,2,144
7/25/15,nan,nan,nan,nan,nan,95.8,nan,1.3,255
7/26/15,nan,nan,nan,nan,nan,98.7,nan,2.6,224
7/27/15,nan,nan,nan,nan,nan,92.4,nan,2.9,174
7/28/15,nan,nan,nan,nan,nan,94.8,nan,3.4,nan
7/29/15,nan,nan,nan,nan,nan,99,nan,2.2,nan
7/30/15,nan,nan,nan,nan,nan,94.9,nan,2.6,nan
7/31/15,nan,nan,nan,nan,nan,89.8,nan,2.3,73
8/1/15,nan,nan,nan,nan,nan,100,nan,1.7,nan
8/2/15,nan,nan,nan,nan,nan,91,nan,1.2,234
8/3/15,nan,nan,nan,nan,nan,80.3,nan,3.7,nan
8/4/15,nan,nan,nan,nan,nan,nan,nan,nan,nan
8/5/15,nan,nan,nan,nan,nan,nan,nan,nan,nan
8/6/15,nan,nan,nan,nan,nan,nan,nan,nan,nan
8/7/15,nan,nan,nan,nan,nan,nan,nan,nan,nan
8/8/15,nan,nan,nan,nan,nan,nan,nan,nan,nan
8/9/15,nan,nan,nan,nan,nan,78.8,nan,2.3,nan
8/10/15,nan,nan,nan,nan,nan,nan,nan,nan,nan
8/11/15,nan,nan,nan,nan,nan,96.2,nan,2.6,nan
8/12/15,nan,nan,nan,nan,nan,98,nan,2.2,nan
8/13/15,nan,nan,nan,nan,nan,80.2,nan,1.4,nan
8/14/15,nan,nan,nan,nan,nan,59.7,nan,3,nan
8/15/15,nan,nan,nan,nan,nan,55.3,nan,3.6,nan
8/16/15,nan,nan,nan,nan,nan,97.2,nan,2.2,nan
8/17/15,nan,nan,nan,nan,nan,100,nan,2.7,246
8/18/15,nan,nan,nan,nan,nan,100,nan,6.1,nan
8/19/15,nan,nan,nan,nan,nan,100,nan,3.9,nan
8/20/15,nan,nan,nan,nan,nan,98.7,nan,1.7,244
8/21/15,nan,nan,nan,nan,nan,80.9,nan,4,nan
8/22/15,nan,nan,nan,nan,nan,95.5,nan,8.7,nan
8/23/15,nan,nan,nan,nan,nan,95.4,nan,6.5,nan
8/24/15,nan,nan,nan,nan,nan,87.1,nan,2.2,nan
8/25/15,nan,nan,nan,nan,nan,70.9,nan,2.2,36
8/26/15,nan,nan,nan,nan,nan,67.1,nan,3.1,215
8/27/15,nan,nan,nan,nan,nan,99,nan,4.4,199
8/28/15,nan,nan,nan,nan,nan,91.2,nan,9.2,nan
8/29/15,nan,nan,nan,nan,nan,95,nan,2.6,nan
8/30/15,nan,nan,nan,nan,nan,96.5,nan,nan,nan
8/31/15,nan,nan,nan,nan,nan,97,nan,nan,nan
9/1/15,nan,nan,nan,nan,nan,79.6,nan,8.6,nan
9/2/15,nan,nan,nan,nan,nan,79.6,nan,7.7,nan
9/3/15,nan,nan,nan,nan,nan,71.7,nan,7.2,nan
9/4/15,nan,nan,nan,nan,nan,78.6,nan,3.2,nan
9/5/15,nan,nan,nan,nan,nan,87.5,nan,2,154
