Date,site_temp_min,site_temp_max,site_temp_WMO,site_temp_USGS,Barom,RelHum,WindGustSpeed,WindSpeed,VecAvgWindDir,WindDir
2016/03/29,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2016/03/30,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2016/03/31,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2016/04/01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2016/04/02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2016/04/03,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2016/04/04,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2016/04/05,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2016/04/06,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2016/04/07,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2016/04/08,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2016/04/09,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2016/04/10,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2016/04/11,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2016/04/12,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2016/04/13,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2016/04/14,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2016/04/15,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2016/04/16,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2016/04/17,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2016/04/18,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2016/04/19,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2016/04/20,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2016/04/21,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2016/04/22,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2016/04/23,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2016/04/24,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2016/04/25,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2016/04/26,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2016/04/27,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2016/04/28,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2016/04/29,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2016/04/30,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2016/05/01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2016/05/02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2016/05/03,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2016/05/04,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2016/05/05,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2016/05/06,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2016/05/07,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2016/05/08,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2016/05/09,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2016/05/10,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2016/05/11,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2016/05/12,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2016/05/13,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2016/05/14,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2016/05/15,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2016/05/16,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2016/05/17,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2016/05/18,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2016/05/19,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2016/05/20,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2016/05/21,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2016/05/22,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2016/05/23,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2016/05/24,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2016/05/25,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2016/05/26,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2016/05/27,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2016/05/28,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2016/05/29,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2016/05/30,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2016/05/31,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2016/06/01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2016/06/02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2016/06/03,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2016/06/04,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2016/06/05,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2016/06/06,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2016/06/07,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2016/06/08,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2016/06/09,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2016/06/10,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2016/06/11,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2016/06/12,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2016/06/13,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2016/06/14,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2016/06/15,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2016/06/16,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2016/06/17,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2016/06/18,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2016/06/19,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2016/06/20,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2016/06/21,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2016/06/22,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2016/06/23,7.2,11.2,9.2,9.2,86.9,82.7,nan,1.2,nan,nan
2016/06/24,3.2,10.3,6.8,5.9,86.8,93.8,nan,3.4,nan,nan
2016/06/25,3.7,4.8,4.2,4.1,86.9,100.0,nan,9.5,nan,nan
2016/06/26,3.0,4.6,3.8,3.8,87.3,100.0,nan,8.8,nan,nan
2016/06/27,3.5,9.4,6.5,5.1,87.6,97.3,nan,6.6,nan,nan
2016/06/28,7.3,10.7,9.0,8.7,87.6,84.7,nan,2.7,nan,nan
2016/06/29,7.1,13.4,10.3,9.4,87.7,83.5,nan,1.5,126,125
2016/06/30,4.3,11.2,7.8,6.7,87.3,95.0,nan,3.5,nan,nan
2016/07/01,3.7,6.6,5.2,5.1,86.3,92.4,nan,5.8,nan,nan
2016/07/02,3.5,6.8,5.1,4.3,86.4,98.9,nan,12.6,nan,nan
2016/07/03,3.7,7.6,5.6,4.9,86.4,96.4,nan,3.0,nan,nan
2016/07/04,3.7,5.8,4.7,4.7,86.8,98.7,nan,3.6,nan,nan
2016/07/05,5.2,6.9,6.0,5.8,86.9,93.4,nan,2.3,nan,nan
2016/07/06,4.2,6.5,5.4,5.3,86.8,99.7,nan,3.1,245,245
2016/07/07,5.0,12.8,8.9,6.7,86.5,93.6,nan,2.1,nan,nan
2016/07/08,10.7,13.7,12.2,11.9,86.3,59.2,nan,3.3,nan,nan
2016/07/09,9.7,13.7,11.7,11.7,86.6,78.0,nan,1.9,nan,nan
2016/07/10,7.0,11.2,9.1,8.7,86.6,96.0,nan,4.4,160,160
2016/07/11,6.9,10.4,8.7,8.0,85.9,91.7,nan,2.4,nan,nan
2016/07/12,7.5,14.9,11.2,9.2,87.0,92.5,nan,1.7,nan,nan
2016/07/13,9.2,16.6,12.9,11.9,87.5,86.0,nan,0.7,30,37
2016/07/14,7.7,9.3,8.5,8.3,88.6,99.6,nan,2.2,nan,nan
2016/07/15,7.3,9.3,8.3,8.1,88.4,99.7,nan,2.6,286,286
2016/07/16,6.9,14.7,10.8,9.0,88.1,98.3,nan,1.7,313,310
2016/07/17,8.6,20.3,14.5,13.1,87.6,75.0,nan,1.2,nan,nan
2016/07/18,14.0,20.7,17.3,15.7,87.7,62.0,nan,1.9,nan,nan
2016/07/19,10.4,20.7,15.6,14.2,87.6,78.4,nan,2.5,nan,nan
2016/07/20,6.2,10.3,8.2,7.5,85.9,98.6,nan,6.1,nan,nan
2016/07/21,5.8,8.2,7.0,6.5,87.1,99.0,nan,3.5,nan,nan
2016/07/22,4.8,6.4,5.6,5.4,86.9,100.0,nan,5.4,nan,nan
2016/07/23,5.2,5.9,5.5,5.3,86.3,100.0,nan,13.3,nan,nan
2016/07/24,4.0,6.2,5.1,4.9,86.3,100.0,nan,7.8,nan,nan
2016/07/25,4.0,6.0,5.0,4.8,87.0,100.0,nan,4.6,nan,nan
2016/07/26,4.1,5.8,4.9,4.7,87.1,100.0,nan,8.8,nan,nan
2016/07/27,5.8,7.5,6.7,6.5,87.3,100.0,nan,8.8,nan,nan
2016/07/28,6.2,8.4,7.3,7.7,87.3,100.0,nan,9.0,nan,nan
2016/07/29,4.1,6.5,5.3,4.8,87.4,100.0,nan,5.3,nan,nan
2016/07/30,4.2,5.5,4.8,4.9,87.4,100.0,nan,3.7,nan,nan
2016/07/31,4.6,5.8,5.2,5.1,87.3,100.0,nan,2.8,nan,nan
2016/08/01,4.5,7.2,5.8,5.3,87.4,99.9,nan,1.9,284,284
2016/08/02,4.8,6.8,5.8,5.6,88.2,100.0,nan,3.3,nan,nan
2016/08/03,5.1,6.2,5.7,5.8,88.3,100.0,nan,5.3,nan,nan
2016/08/04,4.2,10.2,7.2,5.8,86.7,98.8,nan,1.1,nan,nan
2016/08/05,5.3,9.9,7.6,7.2,87.1,93.1,nan,1.5,nan,nan
2016/08/06,7.5,9.7,8.6,8.4,83.0,97.2,nan,2.2,nan,nan
2016/08/07,6.8,9.7,8.2,8.0,84.9,99.5,nan,3.4,nan,nan
2016/08/08,7.0,8.4,7.7,7.6,83.6,100.0,nan,6.2,nan,nan
2016/08/09,6.1,7.5,6.8,6.8,75.4,100.0,nan,7.3,nan,nan
2016/08/10,4.8,6.1,5.4,5.3,81.1,100.0,nan,6.2,nan,nan
2016/08/11,5.5,8.1,6.8,7.3,77.3,100.0,nan,4.7,nan,nan
2016/08/12,7.2,8.6,7.9,7.8,76.6,100.0,nan,4.8,nan,nan
2016/08/13,6.5,8.6,7.6,7.5,88.3,99.7,nan,9.5,nan,nan
2016/08/14,5.4,7.8,6.6,6.9,88.1,100.0,nan,11.9,nan,nan
2016/08/15,5.7,6.9,6.3,6.3,88.4,100.0,nan,9.0,nan,nan
2016/08/16,4.0,6.0,5.0,5.0,82.3,100.0,nan,5.1,nan,nan
2016/08/17,4.7,6.8,5.7,5.4,77.7,100.0,nan,3.0,nan,nan
2016/08/18,5.3,7.5,6.4,6.3,78.4,99.2,nan,4.3,nan,nan
2016/08/19,5.3,8.2,6.8,6.5,74.8,100.0,nan,5.2,230,230
2016/08/20,4.2,6.5,5.4,5.4,77.7,99.8,nan,2.3,270,270
2016/08/21,4.7,14.4,9.6,7.9,80.0,81.6,nan,1.6,322,318
2016/08/22,3.9,8.9,6.4,5.5,79.1,96.2,nan,3.6,nan,nan
2016/08/23,5.2,7.1,6.2,6.0,72.5,97.5,nan,6.6,nan,nan
2016/08/24,6.6,8.7,7.6,8.0,73.6,100.0,nan,5.1,nan,nan
2016/08/25,7.3,8.7,8.0,8.0,73.9,100.0,nan,4.3,nan,nan
2016/08/26,6.8,9.4,8.1,8.3,72.6,100.0,nan,7.2,nan,nan
2016/08/27,7.7,10.8,9.2,9.4,72.9,75.0,nan,4.1,nan,nan
2016/08/28,5.0,10.8,7.9,7.6,73.2,66.2,nan,8.3,nan,nan
2016/08/29,3.1,9.2,6.2,6.6,72.6,72.7,nan,7.8,nan,nan
2016/08/30,1.7,3.5,2.6,2.5,81.7,96.1,nan,10.1,nan,nan
2016/08/31,2.4,4.2,3.3,3.3,87.6,83.1,nan,10.3,nan,nan
2016/09/01,3.3,6.8,5.0,4.3,85.7,81.5,nan,6.8,nan,nan
2016/09/02,5.0,10.1,7.5,6.3,73.5,73.2,nan,2.3,nan,nan
2016/09/03,3.9,9.8,6.8,6.0,82.2,77.4,nan,4.0,nan,nan
2016/09/04,6.0,10.1,8.1,7.6,87.6,74.4,nan,1.5,205,206
2016/09/05,3.4,8.0,5.7,5.1,83.7,93.4,nan,5.0,123,123
2016/09/06,3.5,5.2,4.3,4.5,87.7,100.0,nan,7.3,nan,nan
2016/09/07,3.1,5.1,4.1,3.8,87.2,99.8,nan,4.5,nan,nan
2016/09/08,2.9,4.3,3.6,3.5,87.8,100.0,nan,4.3,nan,nan
2016/09/09,0.9,5.2,3.1,2.6,86.4,100.0,nan,12.9,nan,nan
2016/09/10,0.9,6.0,3.4,2.8,87.6,100.0,nan,6.9,251,250
2016/09/11,4.0,6.2,5.1,5.0,88.5,67.7,nan,2.0,306,305
2016/09/12,2.8,4.4,3.6,3.4,89.0,96.5,nan,6.1,nan,nan
2016/09/13,3.4,6.2,4.8,5.2,88.2,99.7,nan,8.9,nan,nan
2016/09/14,3.8,5.2,4.5,4.2,87.7,100.0,nan,6.8,nan,nan
2016/09/15,4.2,6.4,5.3,5.5,87.5,100.0,nan,12.7,nan,nan
2016/09/16,2.6,5.0,3.8,3.7,80.7,100.0,nan,10.2,nan,nan
2016/09/17,2.1,3.3,2.7,2.6,68.1,100.0,nan,7.4,nan,nan
2016/09/18,2.2,3.6,2.9,2.6,85.9,100.0,nan,4.5,nan,nan
2016/09/19,2.9,8.0,5.4,4.3,86.8,89.7,nan,1.5,nan,nan
2016/09/20,2.3,7.2,4.8,4.0,69.7,88.8,nan,2.8,nan,nan
2016/09/21,2.2,3.8,3.0,2.9,65.1,96.1,nan,4.5,nan,nan
2016/09/22,0.4,5.1,2.8,3.1,69.6,79.7,nan,19.9,nan,nan
2016/09/23,0.2,1.7,0.9,1.0,85.7,100.0,nan,9.0,nan,nan
2016/09/24,-0.0,0.9,0.4,0.6,86.6,100.0,nan,9.5,nan,nan
2016/09/25,-0.5,1.4,0.5,0.5,86.9,100.0,nan,6.4,nan,nan
2016/09/26,-0.8,1.5,0.4,0.3,86.2,99.8,nan,3.9,nan,nan
2016/09/27,-1.1,-0.3,-0.7,-0.6,87.9,100.0,nan,4.0,nan,nan
2016/09/28,-1.6,0.9,-0.3,-0.7,88.2,99.9,nan,4.4,nan,nan
2016/09/29,0.1,3.2,1.7,1.2,88.6,72.3,nan,4.6,69,69
2016/09/30,-1.8,3.2,0.7,0.1,88.4,59.6,nan,9.3,nan,nan
2016/10/01,-3.0,0.9,-1.1,-0.9,88.3,64.8,nan,12.0,nan,nan
2016/10/02,-1.2,1.1,-0.1,-0.2,87.2,71.3,nan,5.1,nan,nan
2016/10/03,-0.6,1.4,0.4,0.0,87.7,81.6,nan,6.2,nan,nan
2016/10/04,-1.2,1.4,0.1,0.1,87.5,83.8,nan,8.1,nan,nan
2016/10/05,-2.2,-0.4,-1.3,-1.5,87.8,99.0,nan,6.1,nan,nan
2016/10/06,-2.2,0.6,-0.8,-1.1,88.0,84.3,nan,8.0,nan,nan
2016/10/07,-2.7,0.5,-1.1,-1.2,88.0,74.0,nan,12.4,nan,nan
2016/10/08,-4.5,-1.8,-3.1,-3.0,87.9,77.2,nan,8.5,nan,nan
2016/10/09,-5.2,0.8,-2.2,-3.1,87.8,74.6,nan,5.0,nan,nan
2016/10/10,-0.9,4.2,1.6,1.0,88.1,48.2,nan,3.0,nan,nan
2016/10/11,1.4,3.8,2.6,2.6,88.3,36.7,nan,5.1,nan,nan
2016/10/12,-1.4,3.1,0.9,0.1,87.4,65.5,nan,8.1,nan,nan
2016/10/13,-1.9,1.0,-0.5,-0.6,85.8,57.2,nan,11.1,nan,nan
2016/10/14,-6.9,-1.8,-4.4,-4.9,85.6,74.1,nan,10.3,nan,nan
2016/10/15,-8.2,-5.0,-6.6,-6.9,85.5,90.0,nan,9.7,nan,nan
2016/10/16,-8.2,-7.2,-7.7,-7.8,84.5,97.4,nan,12.4,nan,nan
2016/10/17,-7.2,-0.2,-3.7,-3.6,80.7,99.2,nan,13.9,nan,nan
2016/10/18,-0.9,0.5,-0.2,-0.0,85.6,100.0,nan,13.0,nan,nan
2016/10/19,-2.5,-0.4,-1.5,-1.4,86.4,100.0,nan,14.0,nan,nan
2016/10/20,-2.2,-0.8,-1.5,-1.2,86.1,100.0,nan,3.0,nan,nan
2016/10/21,-2.5,-1.0,-1.8,-1.9,nan,nan,nan,nan,nan,nan
2016/10/22,-2.4,-1.6,-2.0,-2.1,85.8,100.0,nan,nan,nan,nan
2016/10/23,-3.8,-1.5,-2.6,-2.4,86.9,100.0,nan,nan,nan,nan
2016/10/24,-4.4,-2.3,-3.4,-3.9,86.8,100.0,nan,nan,nan,nan
2016/10/25,-5.5,-3.7,-4.6,-4.7,87.0,99.5,nan,nan,nan,nan
2016/10/26,-5.5,-2.8,-4.2,-4.9,87.4,99.0,nan,nan,nan,nan
2016/10/27,-3.9,-2.2,-3.0,-3.1,86.4,100.0,nan,nan,nan,nan
2016/10/28,-2.5,2.5,0.0,-1.3,87.1,98.9,nan,nan,nan,nan
2016/10/29,-1.6,2.5,0.4,0.1,86.9,93.2,nan,2.5,nan,nan
2016/10/30,-4.2,-1.8,-3.0,-3.2,87.1,99.8,nan,6.0,nan,nan
2016/10/31,-4.1,-1.6,-2.8,-2.6,86.1,96.0,nan,2.5,nan,nan
2016/11/01,-5.9,-1.9,-3.9,-4.0,85.6,98.7,nan,7.9,nan,nan
2016/11/02,-5.1,-2.1,-3.6,-3.2,85.7,99.9,nan,7.5,nan,nan
2016/11/03,-4.0,-0.6,-2.3,-2.8,84.5,99.2,nan,15.7,nan,nan
2016/11/04,-3.0,-0.2,-1.6,-1.7,85.3,100.0,nan,12.8,nan,nan
2016/11/05,-2.4,-0.4,-1.4,-1.2,85.2,100.0,nan,nan,nan,nan
2016/11/06,-3.4,-2.0,-2.7,-2.9,85.8,100.0,nan,nan,nan,nan
2016/11/07,-3.4,-2.0,-2.7,-2.9,85.9,100.0,nan,nan,nan,nan
2016/11/08,-2.2,-0.3,-1.3,-0.9,85.9,100.0,nan,nan,nan,nan
2016/11/09,-1.3,0.9,-0.2,-0.4,87.1,100.0,nan,16.7,nan,nan
2016/11/10,-1.8,1.1,-0.4,-0.4,86.5,98.5,nan,16.4,nan,nan
2016/11/11,-1.4,-0.4,-0.9,-1.0,85.5,100.0,nan,16.4,nan,nan
2016/11/12,-1.9,-1.2,-1.6,-1.4,85.8,100.0,nan,nan,nan,nan
2016/11/13,-3.2,-0.5,-1.9,-2.3,85.6,100.0,nan,nan,nan,nan
2016/11/14,-3.9,-0.5,-2.2,-3.0,86.4,100.0,nan,nan,nan,nan
2016/11/15,-5.0,-1.3,-3.2,-4.1,86.3,99.8,nan,nan,nan,nan
2016/11/16,-7.8,-1.3,-4.5,-6.5,80.7,98.4,nan,nan,nan,nan
2016/11/17,-9.8,-7.4,-8.6,-8.9,77.2,96.8,nan,nan,nan,nan
2016/11/18,-12.2,-8.5,-10.4,-11.2,86.3,95.4,nan,nan,nan,nan
2016/11/19,-14.0,-10.7,-12.3,-12.7,77.1,94.1,nan,nan,nan,nan
2016/11/20,-15.5,-10.6,-13.1,-14.3,85.9,92.8,nan,nan,nan,nan
2016/11/21,-14.9,-10.8,-12.9,-12.4,85.8,90.6,nan,nan,nan,nan
2016/11/22,-14.8,-12.1,-13.5,-13.7,85.7,91.2,nan,nan,nan,nan
2016/11/23,-11.9,-4.8,-8.4,-7.0,84.5,98.1,nan,0.7,nan,nan
2016/11/24,-8.9,-6.7,-7.8,-8.4,85.3,97.2,nan,nan,nan,nan
2016/11/25,-6.6,-4.9,-5.8,-5.8,86.0,98.7,nan,nan,nan,nan
2016/11/26,-5.5,-4.2,-4.8,-4.7,86.4,99.4,nan,nan,nan,nan
2016/11/27,-7.5,-4.8,-6.2,-6.2,85.5,98.6,nan,nan,nan,nan
2016/11/28,-6.6,-4.5,-5.6,-5.3,86.5,99.0,nan,nan,nan,nan
2016/11/29,-6.9,-1.2,-4.0,-5.1,83.2,98.9,nan,nan,nan,nan
2016/11/30,-7.1,-1.4,-4.3,-5.0,73.5,99.3,nan,nan,nan,nan
2016/12/01,-7.3,-3.6,-5.5,-5.7,62.9,98.9,nan,nan,nan,nan
2016/12/02,-6.4,-2.2,-4.3,-4.6,65.6,99.4,nan,nan,nan,nan
2016/12/03,-8.0,-2.3,-5.2,-4.2,84.6,99.4,nan,nan,nan,nan
2016/12/04,-13.8,-7.8,-10.8,-10.0,79.1,95.9,nan,nan,nan,nan
2016/12/05,-19.1,-14.4,-16.7,-17.4,86.9,90.6,nan,nan,nan,nan
2016/12/06,-20.6,-13.1,-16.8,-18.2,87.5,89.7,nan,nan,nan,nan
2016/12/07,-13.8,-9.3,-11.5,-11.4,86.7,95.0,nan,nan,nan,nan
2016/12/08,-16.9,-10.2,-13.5,-15.5,87.1,91.8,nan,nan,nan,nan
2016/12/09,-21.2,-17.0,-19.1,-18.6,86.8,89.6,nan,nan,nan,nan
2016/12/10,-23.6,-19.4,-21.5,-22.1,86.0,86.5,nan,nan,nan,nan
2016/12/11,-19.8,-15.6,-17.7,-18.5,86.5,87.4,nan,nan,nan,nan
2016/12/12,-16.9,-10.4,-13.7,-14.3,87.2,81.9,nan,nan,nan,nan
2016/12/13,-10.6,-5.7,-8.1,-8.0,87.5,45.2,nan,nan,nan,nan
2016/12/14,-13.9,-10.1,-12.0,-12.1,87.3,74.7,nan,nan,nan,nan
2016/12/15,-17.9,-9.2,-13.6,-14.3,87.3,58.4,nan,nan,nan,nan
2016/12/16,-10.7,-7.9,-9.3,-8.9,86.7,48.8,nan,nan,nan,257
2016/12/17,-9.3,-6.1,-7.7,-7.8,85.9,97.5,nan,nan,nan,nan
2016/12/18,-6.2,-4.7,-5.4,-5.7,84.8,98.8,nan,nan,nan,nan
2016/12/19,-6.7,-4.7,-5.7,-5.9,84.3,98.5,nan,nan,nan,nan
2016/12/20,-5.8,-4.9,-5.4,-5.4,84.6,98.8,nan,nan,nan,nan
2016/12/21,-5.8,-4.9,-5.4,-5.5,84.5,98.7,nan,nan,nan,nan
2016/12/22,-6.0,-5.6,-5.8,-5.8,85.2,98.3,nan,nan,nan,nan
2016/12/23,-10.4,-6.0,-8.2,-8.9,86.0,96.3,nan,nan,nan,nan
2016/12/24,-12.8,-9.2,-11.0,-11.1,86.4,94.6,nan,nan,nan,nan
2016/12/25,-10.7,-4.8,-7.7,-8.4,85.6,96.7,nan,nan,nan,nan
2016/12/26,-9.8,-5.3,-7.6,-7.7,86.3,96.9,nan,nan,nan,nan
2016/12/27,-9.2,-6.7,-8.0,-8.2,86.8,96.6,nan,nan,nan,nan
2016/12/28,-8.4,-4.8,-6.6,-6.9,85.9,97.4,nan,nan,nan,nan
2016/12/29,-7.6,-4.0,-5.8,-6.4,85.1,97.5,nan,nan,nan,nan
2016/12/30,-6.1,-3.5,-4.8,-5.1,85.8,98.7,nan,nan,nan,nan
2016/12/31,-11.2,-5.0,-8.1,-8.3,84.7,92.1,nan,nan,nan,nan
2017/01/01,-7.5,-1.8,-4.7,-5.8,84.0,68.2,nan,nan,nan,325
2017/01/02,-2.5,3.6,0.6,0.0,87.0,43.1,nan,nan,nan,nan
2017/01/03,-1.9,4.0,1.1,0.9,86.7,33.0,nan,nan,nan,nan
2017/01/04,-0.5,2.4,1.0,0.9,88.6,27.6,nan,nan,nan,312
2017/01/05,-10.2,-0.1,-5.2,-6.8,86.9,64.1,nan,nan,nan,nan
2017/01/06,-15.1,-10.3,-12.7,-13.9,86.2,75.2,nan,nan,nan,nan
2017/01/07,-20.1,-14.9,-17.5,-18.1,86.3,81.7,nan,nan,nan,nan
2017/01/08,-20.3,-13.6,-17.0,-17.6,86.6,61.1,nan,nan,nan,nan
2017/01/09,-16.4,-11.9,-14.1,-14.4,86.1,64.5,nan,nan,nan,nan
2017/01/10,-12.8,-8.3,-10.6,-10.1,86.7,66.0,nan,nan,nan,18
2017/01/11,-9.7,-2.8,-6.2,-6.1,86.7,54.3,nan,nan,nan,nan
2017/01/12,-9.5,-6.5,-8.0,-7.6,85.2,97.7,nan,nan,nan,nan
2017/01/13,-6.5,-4.7,-5.6,-5.8,76.1,98.6,nan,nan,nan,nan
2017/01/14,-4.7,-2.6,-3.7,-3.4,85.1,99.9,nan,nan,nan,nan
2017/01/15,-4.0,-3.0,-3.5,-3.4,85.5,99.9,nan,nan,nan,nan
2017/01/16,-3.6,-2.2,-2.9,-2.9,83.2,100.0,nan,nan,nan,nan
2017/01/17,-5.8,-3.1,-4.5,-4.6,84.2,99.2,nan,nan,nan,nan
2017/01/18,-4.6,-3.0,-3.8,-4.1,83.4,99.5,nan,nan,nan,nan
2017/01/19,-8.6,-2.5,-5.5,-4.7,83.5,99.0,nan,nan,nan,nan
2017/01/20,-14.0,-8.4,-11.2,-10.7,84.3,95.3,nan,nan,nan,nan
2017/01/21,-19.3,-12.1,-15.7,-18.1,83.7,89.5,nan,nan,nan,nan
2017/01/22,-18.3,-12.7,-15.5,-15.7,85.4,91.3,nan,nan,nan,nan
2017/01/23,-12.9,-4.5,-8.7,-7.1,86.3,97.7,nan,nan,nan,nan
2017/01/24,-7.5,-3.0,-5.2,-5.7,85.0,98.5,nan,nan,nan,nan
2017/01/25,-3.7,-2.8,-3.2,-3.2,72.2,99.9,nan,nan,nan,nan
2017/01/26,-4.0,-3.0,-3.5,-3.5,72.3,99.8,nan,nan,nan,nan
2017/01/27,-5.0,-2.7,-3.9,-3.7,78.0,99.6,nan,nan,nan,nan
2017/01/28,-4.8,-1.9,-3.3,-3.5,86.0,99.7,nan,nan,nan,nan
2017/01/29,-9.1,-3.6,-6.3,-6.5,86.1,98.1,nan,nan,nan,nan
2017/01/30,-10.8,-8.5,-9.6,-9.2,87.6,96.2,nan,nan,nan,nan
2017/01/31,-12.6,-8.2,-10.4,-10.6,88.1,95.1,nan,nan,nan,nan
2017/02/01,-11.9,-8.7,-10.3,-11.0,88.3,94.6,nan,nan,nan,nan
2017/02/02,-13.1,-9.8,-11.4,-11.2,88.6,90.6,nan,nan,nan,nan
2017/02/03,-13.2,-11.0,-12.1,-12.1,88.2,72.6,nan,nan,nan,nan
2017/02/04,-11.2,-6.5,-8.9,-9.5,87.4,65.5,nan,nan,nan,nan
2017/02/05,-11.0,-6.5,-8.8,-9.2,84.4,53.8,nan,nan,nan,nan
2017/02/06,-14.3,-11.1,-12.7,-12.9,84.1,68.5,nan,nan,nan,nan
2017/02/07,-16.3,-13.4,-14.8,-15.1,85.3,65.2,nan,nan,nan,nan
2017/02/08,-15.2,-11.2,-13.2,-12.7,85.9,53.0,nan,nan,nan,nan
2017/02/09,-13.2,-10.2,-11.7,-11.5,84.3,94.0,nan,nan,nan,nan
2017/02/10,-13.7,-9.1,-11.4,-11.7,80.5,91.0,nan,nan,nan,nan
2017/02/11,-9.0,-5.5,-7.2,-7.5,72.2,97.6,nan,nan,nan,nan
2017/02/12,-5.7,-3.9,-4.8,-4.9,84.9,99.1,nan,nan,nan,nan
