Date,site_temp_min,site_temp_max,site_temp_WMO,site_temp_USGS,Barom,RelHum,WindGustSpeed,WindSpeed,VecAvgWindDir,WindDir
2015/05/03,6.2,9.1,7.7,7.4,nan,69.1,nan,nan,292,294
2015/05/04,7.2,14.8,11.0,9.9,nan,49.2,nan,nan,310,322
2015/05/05,7.5,10.4,8.9,8.5,nan,67.9,nan,nan,295,307
2015/05/06,8.0,13.4,10.7,10.5,nan,42.9,nan,nan,77,79
2015/05/07,9.6,14.2,11.9,11.4,nan,48.0,nan,nan,290,nan
2015/05/08,8.4,10.1,9.2,9.2,nan,67.8,nan,nan,293,nan
2015/05/09,6.6,12.8,9.7,9.0,nan,65.4,nan,nan,nan,nan
2015/05/10,7.1,13.7,10.4,10.4,nan,46.8,nan,nan,68,nan
2015/05/11,7.0,12.7,9.9,9.9,nan,56.7,nan,nan,84,nan
2015/05/12,7.6,13.4,10.5,10.0,nan,63.2,nan,nan,nan,nan
2015/05/13,4.5,7.8,6.1,6.3,nan,92.3,nan,nan,193,198
2015/05/14,3.0,7.9,5.4,5.3,nan,87.7,nan,nan,300,nan
2015/05/15,2.8,9.9,6.4,6.4,nan,81.9,nan,nan,244,255
2015/05/16,0.6,3.0,1.8,1.8,nan,99.4,nan,nan,303,nan
2015/05/17,1.6,8.0,4.8,4.5,nan,80.7,nan,nan,73,nan
2015/05/18,7.9,14.0,11.0,9.8,nan,50.6,nan,nan,72,62
2015/05/19,10.5,16.5,13.5,13.0,nan,38.6,nan,nan,319,nan
2015/05/20,8.8,11.9,10.3,9.9,nan,66.0,nan,nan,180,193
2015/05/21,6.4,10.8,8.6,8.4,nan,80.5,nan,nan,166,nan
2015/05/22,4.0,9.4,6.7,6.5,nan,87.4,nan,nan,206,nan
2015/05/23,1.9,6.4,4.2,3.3,nan,98.9,nan,nan,nan,nan
2015/05/24,0.9,2.9,1.9,1.9,nan,99.7,nan,nan,nan,nan
2015/05/25,1.7,3.4,2.5,2.5,nan,100.0,nan,nan,199,nan
2015/05/26,0.5,2.3,1.4,1.5,nan,100.0,nan,nan,175,nan
2015/05/27,0.7,3.4,2.0,1.8,nan,100.0,nan,nan,nan,nan
2015/05/28,-0.4,1.6,0.6,0.2,nan,100.0,nan,nan,nan,nan
2015/05/29,-1.6,3.2,0.8,0.2,nan,96.8,nan,nan,264,nan
2015/05/30,-1.0,2.2,0.6,0.4,nan,97.8,nan,nan,151,nan
2015/05/31,-0.7,1.1,0.2,0.1,nan,99.9,nan,nan,230,nan
2015/06/01,-0.2,1.3,0.5,0.6,nan,100.0,nan,nan,285,nan
2015/06/02,0.7,7.1,3.9,4.1,nan,86.4,nan,nan,nan,nan
2015/06/03,6.0,12.3,9.2,8.7,nan,63.8,nan,nan,nan,nan
2015/06/04,8.5,12.3,10.4,10.6,nan,53.8,nan,nan,nan,nan
2015/06/05,10.0,16.8,13.4,12.1,nan,50.3,nan,nan,85,nan
2015/06/06,4.6,9.8,7.2,6.1,nan,97.2,nan,nan,300,298
2015/06/07,3.9,6.6,5.3,5.1,nan,99.0,nan,nan,257,279
2015/06/08,4.4,7.7,6.1,5.8,nan,98.7,nan,nan,285,293
2015/06/09,5.2,6.4,5.8,5.8,nan,98.6,nan,nan,288,nan
2015/06/10,4.8,9.2,7.0,6.6,nan,95.5,nan,nan,294,nan
2015/06/11,6.2,13.0,9.6,8.9,nan,88.2,nan,nan,163,187
2015/06/12,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2015/06/13,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2015/06/14,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2015/06/15,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2015/06/16,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2015/06/17,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2015/06/18,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2015/06/19,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2015/06/20,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2015/06/21,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2015/06/22,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2015/06/23,8.2,12.3,10.3,10.3,nan,75.6,nan,2.2,170,170
2015/06/24,6.2,12.7,9.4,9.3,nan,76.3,nan,3.6,nan,nan
2015/06/25,6.2,9.6,7.9,7.3,nan,97.5,nan,7.6,nan,nan
2015/06/26,4.1,7.4,5.7,4.9,nan,99.8,nan,8.9,nan,nan
2015/06/27,3.4,6.2,4.8,4.8,nan,96.8,nan,3.2,nan,nan
2015/06/28,4.8,8.9,6.9,6.3,nan,94.5,nan,4.6,nan,nan
2015/06/29,4.3,7.2,5.8,6.0,nan,99.5,nan,5.5,nan,nan
2015/06/30,3.4,6.5,5.0,4.8,nan,96.8,nan,2.8,286,286
2015/07/01,3.1,6.7,4.9,4.9,nan,92.9,nan,6.1,nan,nan
2015/07/02,2.5,4.6,3.6,3.5,nan,99.9,nan,14.2,nan,nan
2015/07/03,2.5,4.2,3.3,3.5,nan,100.0,nan,6.1,nan,nan
2015/07/04,3.9,13.2,8.6,8.9,nan,81.2,nan,2.7,nan,nan
2015/07/05,8.6,16.4,12.5,12.7,nan,64.1,nan,1.6,nan,nan
2015/07/06,14.7,20.3,17.5,16.9,nan,46.7,nan,1.9,nan,nan
2015/07/07,7.5,15.0,11.2,11.7,nan,74.5,nan,4.7,nan,nan
2015/07/08,6.2,8.5,7.3,7.4,nan,99.1,nan,3.3,nan,nan
2015/07/09,5.5,8.9,7.2,6.8,nan,99.2,nan,3.0,nan,nan
2015/07/10,5.8,7.9,6.8,6.6,nan,98.9,nan,6.1,nan,nan
2015/07/11,5.8,7.1,6.4,6.3,nan,99.5,nan,7.3,nan,nan
2015/07/12,6.2,8.3,7.2,7.0,nan,99.4,nan,4.8,nan,nan
2015/07/13,4.7,6.7,5.7,5.4,nan,99.9,nan,7.3,nan,nan
2015/07/14,3.4,5.1,4.2,4.4,nan,100.0,nan,7.4,nan,nan
2015/07/15,2.2,3.7,3.0,3.1,nan,100.0,nan,5.5,nan,nan
2015/07/16,3.2,4.4,3.8,3.8,nan,100.0,nan,6.5,nan,nan
2015/07/17,4.3,7.7,6.0,6.1,nan,99.8,nan,6.9,nan,nan
2015/07/18,3.9,7.3,5.6,5.7,nan,99.9,nan,6.3,nan,nan
2015/07/19,3.9,5.3,4.6,4.5,nan,99.8,nan,5.8,nan,nan
2015/07/20,4.6,10.4,7.5,7.6,nan,83.3,nan,3.8,nan,nan
2015/07/21,8.4,15.1,11.7,11.3,nan,67.6,nan,2.8,nan,nan
2015/07/22,5.0,8.3,6.7,6.5,nan,97.3,nan,2.2,199,199
2015/07/23,3.4,5.0,4.2,4.2,nan,100.0,nan,9.6,nan,nan
2015/07/24,2.9,5.7,4.3,4.3,nan,99.3,nan,2.9,nan,nan
2015/07/25,3.8,5.6,4.7,4.9,nan,99.2,nan,2.8,nan,nan
2015/07/26,4.6,5.9,5.2,5.2,nan,99.9,nan,6.5,nan,nan
2015/07/27,4.7,5.8,5.2,5.2,nan,100.0,nan,8.8,nan,nan
2015/07/28,4.3,5.6,5.0,4.9,nan,100.0,nan,6.6,nan,nan
2015/07/29,3.7,4.7,4.2,4.2,nan,100.0,nan,3.9,nan,nan
2015/07/30,3.8,5.3,4.5,4.4,nan,100.0,nan,4.8,nan,nan
2015/07/31,3.9,6.8,5.3,5.2,nan,99.9,nan,4.3,nan,nan
2015/08/01,4.9,6.6,5.8,5.7,nan,99.8,nan,2.8,nan,nan
2015/08/02,5.3,8.8,7.1,7.1,nan,96.8,nan,1.4,nan,nan
2015/08/03,7.6,11.8,9.7,10.0,nan,67.9,nan,2.8,nan,nan
2015/08/04,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2015/08/05,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2015/08/06,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2015/08/07,6.0,10.6,8.3,8.3,nan,nan,nan,nan,nan,nan
2015/08/08,7.1,13.1,10.1,10.3,nan,nan,nan,nan,nan,nan
2015/08/09,7.7,11.7,9.7,9.4,nan,nan,nan,nan,nan,nan
2015/08/10,5.0,7.7,6.4,5.9,nan,nan,nan,nan,nan,nan
2015/08/11,5.6,6.7,6.2,6.1,86.7,99.7,nan,7.3,nan,nan
2015/08/12,3.6,6.7,5.2,4.9,86.7,99.9,nan,5.4,219,219
2015/08/13,3.5,8.9,6.2,6.5,87.5,79.8,nan,1.7,nan,nan
2015/08/14,6.7,11.4,9.1,9.4,87.6,50.5,nan,1.7,66,67
2015/08/15,8.2,14.3,11.2,10.4,87.7,55.8,nan,3.7,nan,nan
2015/08/16,4.8,8.1,6.4,5.6,87.8,97.6,nan,4.7,nan,nan
2015/08/17,5.9,8.4,7.2,6.9,87.7,99.6,nan,4.4,186,186
2015/08/18,5.6,8.7,7.2,7.5,87.1,99.6,nan,7.4,nan,nan
2015/08/19,4.9,6.1,5.5,5.4,87.1,100.0,nan,6.1,nan,nan
2015/08/20,3.9,7.0,5.4,5.4,87.0,97.7,nan,3.3,nan,nan
2015/08/21,4.9,8.7,6.8,6.6,87.2,80.4,nan,6.9,nan,nan
2015/08/22,3.0,6.3,4.7,4.0,86.7,98.5,nan,18.0,nan,nan
2015/08/23,3.2,3.7,3.4,3.4,86.6,100.0,nan,15.0,nan,nan
2015/08/24,2.5,6.8,4.7,4.4,87.2,93.1,nan,4.6,nan,nan
2015/08/25,6.2,10.8,8.5,8.2,87.6,64.7,nan,1.7,nan,nan
2015/08/26,5.7,11.2,8.4,8.8,87.5,69.8,nan,3.2,nan,nan
2015/08/27,2.6,5.4,4.0,3.5,86.5,99.2,nan,10.3,nan,nan
2015/08/28,1.9,3.6,2.8,2.6,85.4,100.0,nan,11.4,nan,nan
2015/08/29,1.5,2.5,2.0,2.1,85.2,100.0,nan,6.1,nan,nan
2015/08/30,-0.8,2.1,0.6,0.4,84.4,100.0,nan,7.4,nan,nan
2015/08/31,-0.7,0.1,-0.3,-0.4,85.1,100.0,nan,nan,nan,nan
2015/09/01,-0.4,1.6,0.6,0.7,86.0,76.4,nan,7.3,nan,nan
2015/09/02,0.4,3.4,1.9,2.0,86.8,72.2,nan,7.4,nan,nan
2015/09/03,1.3,7.3,4.3,4.1,87.4,70.6,nan,6.1,nan,nan
2015/09/04,4.0,5.7,4.9,4.9,87.2,71.5,nan,5.6,nan,nan
2015/09/05,2.2,4.2,3.2,3.2,87.0,90.9,nan,5.2,126,126
2015/09/06,2.0,3.9,2.9,2.8,87.0,99.3,nan,4.4,nan,nan
2015/09/07,2.7,4.2,3.4,3.6,87.0,100.0,nan,3.6,121,121
2015/09/08,2.7,8.0,5.3,5.2,87.0,84.7,nan,3.5,nan,nan
2015/09/09,3.4,5.3,4.3,4.7,86.9,92.3,nan,2.8,179,179
2015/09/10,2.0,7.0,4.5,4.6,86.7,99.8,nan,19.7,nan,nan
2015/09/11,2.5,7.3,4.9,4.1,87.0,99.2,nan,6.0,nan,nan
2015/09/12,0.4,2.6,1.5,1.5,87.4,100.0,nan,4.9,nan,nan
2015/09/13,0.4,2.4,1.4,1.2,87.3,100.0,nan,1.9,nan,nan
2015/09/14,0.0,0.8,0.4,0.3,86.6,100.0,nan,6.2,nan,nan
2015/09/15,-0.4,0.8,0.2,0.3,86.1,100.0,nan,10.1,nan,nan
2015/09/16,-0.5,0.9,0.2,0.4,86.0,100.0,nan,12.7,nan,nan
2015/09/17,0.9,2.1,1.5,1.6,85.8,100.0,nan,8.4,nan,nan
2015/09/18,-1.8,2.2,0.2,0.0,85.3,100.0,nan,6.7,nan,nan
2015/09/19,-1.9,-0.5,-1.2,-1.1,85.8,100.0,nan,6.7,nan,nan
2015/09/20,-1.3,-0.3,-0.8,-0.6,86.3,100.0,nan,nan,nan,nan
2015/09/21,-1.9,-0.2,-1.1,-1.1,86.4,100.0,nan,7.9,nan,nan
2015/09/22,-3.1,-0.8,-2.0,-1.9,86.2,99.8,nan,10.2,nan,nan
2015/09/23,-2.0,-0.1,-1.1,-1.1,86.3,96.4,nan,9.0,nan,nan
2015/09/24,-2.0,-0.4,-1.2,-1.2,86.1,99.2,nan,6.4,nan,nan
2015/09/25,-2.1,-0.4,-1.3,-1.0,86.9,100.0,nan,nan,nan,234
2015/09/26,-2.0,1.7,-0.2,-0.6,86.8,100.0,nan,6.4,212,212
2015/09/27,0.9,3.2,2.1,2.0,87.4,100.0,nan,5.9,nan,nan
2015/09/28,3.1,3.8,3.5,3.5,86.8,100.0,nan,12.2,nan,nan
2015/09/29,3.7,4.9,4.3,4.4,86.1,100.0,nan,16.8,nan,nan
2015/09/30,-2.9,4.9,1.0,-1.2,86.5,100.0,nan,7.3,nan,nan
2015/10/01,-4.1,-0.5,-2.3,-2.0,87.6,96.8,nan,3.4,nan,nan
2015/10/02,-6.0,-0.2,-3.1,-3.7,88.4,69.2,nan,5.8,nan,nan
2015/10/03,-3.1,2.7,-0.2,-1.0,88.1,76.4,nan,3.1,nan,nan
2015/10/04,-2.7,1.6,-0.6,-0.9,87.5,90.1,nan,4.0,nan,nan
2015/10/05,-1.7,1.0,-0.3,-0.1,87.2,67.7,nan,7.1,nan,nan
2015/10/06,-1.4,3.4,1.0,0.6,86.9,68.0,nan,5.6,nan,nan
2015/10/07,2.6,4.6,3.6,3.5,86.9,86.6,nan,10.7,nan,nan
2015/10/08,1.9,6.0,4.0,3.6,86.1,97.9,nan,12.9,nan,nan
2015/10/09,3.5,5.9,4.7,4.5,84.8,99.9,nan,14.7,nan,nan
2015/10/10,0.9,3.3,2.1,1.8,85.4,99.8,nan,4.2,250,250
2015/10/11,-0.6,1.3,0.4,0.1,85.3,99.6,nan,12.1,nan,nan
2015/10/12,-1.0,1.3,0.1,-0.1,85.4,100.0,nan,11.7,nan,nan
2015/10/13,-2.0,-0.4,-1.2,-1.3,86.6,100.0,nan,nan,nan,nan
2015/10/14,-2.7,-0.4,-1.5,-1.2,88.1,100.0,nan,nan,nan,nan
2015/10/15,-3.2,-0.4,-1.8,-2.1,87.3,100.0,nan,7.4,nan,nan
2015/10/16,-0.5,4.6,2.0,2.0,87.2,95.6,nan,16.3,nan,nan
2015/10/17,2.6,4.5,3.5,3.6,87.1,100.0,nan,10.6,nan,nan
2015/10/18,-0.1,2.9,1.4,1.2,86.8,100.0,nan,8.8,nan,nan
2015/10/19,-1.1,-0.2,-0.7,-0.7,87.7,100.0,nan,6.0,nan,nan
2015/10/20,-2.3,-0.4,-1.3,-1.2,86.6,100.0,nan,9.9,nan,nan
2015/10/21,-0.8,0.7,-0.1,0.1,86.1,100.0,nan,11.4,nan,nan
2015/10/22,-0.4,0.3,-0.1,0.1,87.0,100.0,nan,8.1,nan,nan
2015/10/23,-1.5,-0.4,-0.9,-0.7,87.7,100.0,nan,nan,nan,nan
2015/10/24,-2.8,-1.4,-2.1,-2.1,87.8,99.6,nan,nan,nan,nan
2015/10/25,-1.9,2.0,0.0,0.2,87.3,65.0,nan,nan,nan,106
2015/10/26,-2.5,0.7,-0.9,-1.3,87.5,74.0,nan,9.7,nan,nan
2015/10/27,-2.7,3.4,0.4,0.2,87.8,58.1,nan,9.2,nan,nan
2015/10/28,-1.3,0.7,-0.3,-0.4,86.5,93.3,nan,12.4,nan,nan
2015/10/29,-1.9,-0.1,-1.0,-0.8,86.0,100.0,nan,4.5,nan,nan
2015/10/30,-2.5,-0.8,-1.7,-1.7,85.9,100.0,nan,nan,nan,nan
2015/10/31,-3.2,-1.1,-2.1,-2.2,86.5,100.0,nan,nan,nan,nan
2015/11/01,-8.2,-3.0,-5.6,-5.5,86.6,96.8,nan,nan,nan,nan
2015/11/02,-7.9,-3.8,-5.8,-4.8,86.5,98.4,nan,3.7,247,247
2015/11/03,-4.3,-1.4,-2.8,-2.9,86.1,99.9,nan,9.9,nan,nan
2015/11/04,-7.0,-0.7,-3.8,-2.4,86.3,99.6,nan,nan,nan,nan
2015/11/05,-8.3,-2.7,-5.5,-5.4,86.5,98.6,nan,nan,nan,nan
2015/11/06,-3.2,-1.8,-2.5,-2.4,85.3,100.0,nan,nan,nan,nan
2015/11/07,-3.1,-2.1,-2.6,-2.6,85.5,100.0,nan,nan,nan,nan
2015/11/08,-3.9,-0.9,-2.4,-3.1,86.5,99.7,nan,nan,nan,nan
2015/11/09,-3.8,-2.5,-3.1,-3.2,86.0,99.8,nan,nan,nan,nan
2015/11/10,-5.9,-3.0,-4.5,-4.6,85.0,99.1,nan,nan,nan,nan
2015/11/11,-6.5,-5.3,-5.9,-6.0,86.3,98.1,nan,nan,nan,nan
2015/11/12,-5.8,-3.4,-4.6,-4.3,84.3,99.3,nan,nan,nan,nan
2015/11/13,-4.8,-3.5,-4.2,-4.4,84.4,99.2,nan,nan,nan,nan
2015/11/14,-6.7,-4.5,-5.6,-5.3,85.7,98.6,nan,nan,nan,nan
2015/11/15,-8.0,-6.3,-7.2,-7.1,85.7,97.5,nan,nan,nan,nan
2015/11/16,-9.6,-8.1,-8.9,-9.1,84.6,96.3,nan,nan,nan,nan
2015/11/17,-10.2,-8.1,-9.1,-9.0,85.1,96.0,nan,nan,nan,nan
2015/11/18,-9.9,-7.8,-8.8,-9.0,86.1,96.0,nan,nan,nan,nan
2015/11/19,-10.8,-6.0,-8.4,-9.1,87.3,95.8,nan,nan,nan,nan
2015/11/20,-5.9,-3.1,-4.5,-4.1,87.0,99.1,nan,nan,nan,nan
2015/11/21,-6.8,-0.8,-3.8,-3.1,86.3,99.4,nan,nan,nan,nan
2015/11/22,-9.5,-6.9,-8.2,-7.9,87.0,96.7,nan,nan,nan,nan
2015/11/23,-12.3,-9.6,-10.9,-11.3,87.6,94.3,nan,nan,nan,nan
2015/11/24,-9.8,-4.1,-7.0,-6.4,88.0,97.6,nan,nan,nan,nan
2015/11/25,-6.7,-3.5,-5.1,-4.8,88.1,98.5,nan,nan,nan,nan
2015/11/26,-6.6,-4.7,-5.7,-5.5,87.7,97.6,nan,nan,nan,nan
2015/11/27,-5.7,-3.0,-4.3,-4.2,87.4,99.3,nan,nan,nan,nan
2015/11/28,-4.1,-2.2,-3.1,-2.9,87.0,99.9,nan,nan,nan,nan
2015/11/29,-4.7,-2.4,-3.5,-3.5,86.3,99.8,nan,nan,nan,nan
2015/11/30,-3.4,-1.9,-2.7,-2.6,86.1,100.0,nan,nan,nan,nan
2015/12/01,-3.0,-2.0,-2.5,-2.5,85.6,100.0,nan,nan,nan,nan
2015/12/02,-4.6,-3.0,-3.8,-3.6,85.6,99.7,nan,nan,nan,nan
2015/12/03,-7.0,-4.6,-5.8,-5.4,85.2,98.7,nan,nan,nan,nan
2015/12/04,-7.4,-5.7,-6.5,-6.9,85.3,97.5,nan,nan,nan,nan
2015/12/05,-8.7,-5.2,-6.9,-7.6,85.2,97.2,nan,nan,nan,nan
2015/12/06,-8.6,-6.5,-7.6,-7.5,84.3,97.2,nan,nan,nan,nan
2015/12/07,-7.2,-2.8,-5.0,-4.0,84.8,99.3,nan,nan,nan,nan
2015/12/08,-6.5,-3.5,-5.0,-4.9,84.5,98.8,nan,nan,nan,nan
2015/12/09,-4.7,-3.6,-4.1,-4.0,85.1,99.4,nan,nan,nan,nan
2015/12/10,-9.1,-4.5,-6.8,-6.6,85.4,97.7,nan,nan,nan,nan
2015/12/11,-11.3,-8.8,-10.0,-10.3,85.3,95.1,nan,nan,nan,nan
2015/12/12,-9.3,-6.9,-8.1,-7.9,85.3,96.6,nan,nan,nan,nan
2015/12/13,-11.6,-9.4,-10.5,-10.7,85.9,94.0,nan,nan,nan,nan
2015/12/14,-10.1,-6.2,-8.1,-7.7,86.3,96.8,nan,nan,nan,nan
2015/12/15,-6.2,-5.5,-5.9,-5.9,86.9,98.1,nan,nan,nan,nan
2015/12/16,-8.7,-5.7,-7.2,-6.7,86.7,97.5,nan,nan,nan,nan
2015/12/17,-9.7,-8.5,-9.1,-9.0,85.1,96.1,nan,nan,nan,nan
2015/12/18,-9.9,-7.2,-8.6,-8.6,85.2,96.2,nan,nan,nan,nan
2015/12/19,-10.4,-7.4,-8.9,-9.2,84.5,96.0,nan,nan,nan,nan
2015/12/20,-10.1,-5.9,-8.0,-8.0,84.4,96.6,nan,nan,nan,nan
2015/12/21,-7.4,-6.3,-6.8,-6.8,84.5,97.5,nan,nan,nan,nan
2015/12/22,-7.3,-6.2,-6.8,-6.6,84.9,97.5,nan,nan,nan,nan
2015/12/23,-9.6,-7.2,-8.4,-7.9,85.3,96.7,nan,nan,nan,nan
2015/12/24,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2015/12/25,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2015/12/26,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2015/12/27,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2015/12/28,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2015/12/29,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2015/12/30,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2015/12/31,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2016/01/01,-6.5,-2.1,-4.3,-4.5,87.1,98.6,nan,nan,nan,nan
2016/01/02,-6.6,-3.6,-5.1,-5.0,88.1,98.2,nan,nan,nan,nan
2016/01/03,-6.9,-3.8,-5.4,-5.9,87.5,97.6,nan,nan,nan,nan
2016/01/04,-5.6,-2.2,-3.9,-4.3,86.7,98.9,nan,nan,nan,nan
2016/01/05,-2.8,-0.9,-1.8,-2.2,86.7,100.0,nan,nan,nan,nan
2016/01/06,-4.6,-0.9,-2.8,-3.2,nan,nan,nan,nan,nan,nan
2016/01/07,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2016/01/08,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2016/01/09,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2016/01/10,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2016/01/11,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2016/01/12,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2016/01/13,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2016/01/14,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2016/01/15,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2016/01/16,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2016/01/17,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2016/01/18,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2016/01/19,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2016/01/20,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2016/01/21,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2016/01/22,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2016/01/23,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2016/01/24,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2016/01/25,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2016/01/26,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2016/01/27,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2016/01/28,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2016/01/29,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2016/01/30,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2016/01/31,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2016/02/01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2016/02/02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2016/02/03,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2016/02/04,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2016/02/05,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2016/02/06,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2016/02/07,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2016/02/08,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2016/02/09,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2016/02/10,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2016/02/11,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2016/02/12,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2016/02/13,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2016/02/14,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2016/02/15,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2016/02/16,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2016/02/17,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2016/02/18,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2016/02/19,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2016/02/20,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2016/02/21,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2016/02/22,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2016/02/23,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2016/02/24,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2016/02/25,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2016/02/26,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2016/02/27,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2016/02/28,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2016/02/29,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2016/03/01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2016/03/02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2016/03/03,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2016/03/04,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2016/03/05,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2016/03/06,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2016/03/07,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2016/03/08,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2016/03/09,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2016/03/10,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2016/03/11,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2016/03/12,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2016/03/13,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2016/03/14,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2016/03/15,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2016/03/16,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2016/03/17,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2016/03/18,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2016/03/19,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2016/03/20,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2016/03/21,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2016/03/22,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2016/03/23,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2016/03/24,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2016/03/25,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2016/03/26,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2016/03/27,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2016/03/28,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
