Date,site_temp_min,site_temp_max,site_temp_WMO,site_temp_USGS,Barom,RelHum,WindGustSpeed,WindSpeed,RadiationIn,WindDir
2014/07/27,4.6,6.8,5.7,5.8,100.9,95.9,5.7,3.0,nan,nan
2014/07/28,5.5,8.4,6.9,6.6,100.9,93.0,2.3,0.6,nan,130
2014/07/29,4.1,7.1,5.6,5.9,100.7,97.3,4.5,2.0,nan,109
2014/07/30,3.5,7.3,5.4,5.1,101.3,92.4,2.1,0.8,nan,nan
2014/07/31,4.9,12.3,8.6,8.3,101.5,66.1,3.5,1.7,nan,nan
2014/08/01,9.5,14.7,12.1,11.1,101.4,56.4,1.9,0.8,nan,333
2014/08/02,9.4,15.1,12.3,11.9,101.1,45.7,2.6,1.2,nan,nan
2014/08/03,10.3,14.2,12.3,11.8,101.1,63.7,2.1,0.9,nan,nan
2014/08/04,7.2,11.7,9.4,9.6,100.8,85.0,4.1,2.0,nan,nan
2014/08/05,5.6,8.8,7.2,7.5,100.7,84.6,3.4,1.8,nan,nan
2014/08/06,4.1,6.7,5.4,5.2,100.9,94.8,1.8,0.7,nan,nan
2014/08/07,3.6,7.8,5.7,5.5,100.7,86.2,1.6,0.4,nan,91
2014/08/08,4.6,5.7,5.2,5.1,100.7,93.9,4.7,2.6,nan,nan
2014/08/09,4.8,6.0,5.4,5.4,100.5,96.0,8.7,5.4,nan,nan
2014/08/10,4.7,8.5,6.6,6.9,100.5,99.8,5.9,3.5,nan,nan
2014/08/11,4.9,10.7,7.8,5.7,100.7,99.6,4.3,2.2,nan,nan
2014/08/12,8.2,11.1,9.6,9.4,100.5,92.9,5.9,3.1,nan,nan
2014/08/13,5.9,8.5,7.2,6.9,100.6,95.3,5.1,3.1,nan,nan
2014/08/14,6.1,9.1,7.6,7.1,100.8,99.3,6.2,3.7,nan,nan
2014/08/15,5.6,9.5,7.6,8.0,100.6,94.7,6.4,3.3,nan,nan
2014/08/16,4.6,6.8,5.7,5.6,101.0,90.5,3.9,2.0,nan,nan
2014/08/17,3.9,6.4,5.1,5.2,100.6,99.9,10.6,6.7,nan,nan
2014/08/18,4.4,5.7,5.1,4.9,100.5,99.2,3.3,1.2,nan,nan
2014/08/19,4.0,6.7,5.3,5.1,100.6,91.6,5.4,3.2,nan,nan
2014/08/20,5.8,12.8,9.3,9.6,100.7,63.2,4.1,1.5,nan,46
2014/08/21,9.4,13.6,11.5,11.4,101.2,56.5,4.7,1.7,nan,15
2014/08/22,9.5,13.4,11.4,11.6,101.4,61.3,1.3,0.4,nan,126
2014/08/23,5.9,11.2,8.5,8.5,101.2,71.5,4.1,1.5,nan,72
2014/08/24,5.4,9.4,7.4,7.0,100.8,86.1,5.4,3.3,nan,nan
2014/08/25,5.0,7.6,6.3,6.5,100.4,99.0,4.9,2.7,nan,nan
2014/08/26,3.0,5.0,4.0,3.8,100.4,94.3,3.3,1.3,nan,nan
2014/08/27,3.2,5.8,4.5,4.4,100.8,92.9,2.0,0.7,nan,nan
2014/08/28,3.5,4.7,4.1,4.1,100.5,94.9,4.1,1.9,nan,nan
2014/08/29,2.8,5.1,4.0,4.0,99.6,92.9,3.6,1.8,nan,nan
2014/08/30,2.7,4.5,3.6,3.7,99.6,98.3,2.3,1.0,nan,nan
2014/08/31,2.6,3.9,3.2,3.1,99.8,96.8,4.0,2.0,nan,nan
2014/09/01,2.9,4.8,3.8,3.8,99.9,96.3,2.3,0.9,nan,124
2014/09/02,2.0,5.0,3.5,3.6,100.6,85.5,3.5,1.7,nan,nan
2014/09/03,3.5,4.9,4.2,4.2,100.8,100.0,3.5,1.9,nan,nan
2014/09/04,3.9,4.5,4.2,4.2,101.1,100.0,4.4,2.6,nan,nan
2014/09/05,4.3,6.0,5.2,5.4,100.9,100.0,9.8,6.2,nan,nan
2014/09/06,3.3,5.3,4.3,4.3,100.6,99.8,6.4,3.8,nan,nan
2014/09/07,3.5,5.7,4.6,5.0,100.3,90.0,5.9,2.3,nan,33
2014/09/08,-0.9,3.4,1.2,1.0,100.8,75.1,7.0,3.7,nan,nan
2014/09/09,-0.9,6.1,2.6,3.0,101.3,49.8,3.9,1.2,nan,180
2014/09/10,2.5,6.0,4.2,5.0,101.4,57.1,3.7,2.1,nan,nan
2014/09/11,2.4,4.6,3.5,3.3,101.4,98.9,3.9,2.1,nan,nan
2014/09/12,3.8,6.1,5.0,4.8,101.5,89.8,2.0,0.9,nan,nan
2014/09/13,4.8,8.1,6.4,6.0,101.0,92.0,3.0,1.5,nan,nan
2014/09/14,5.1,12.4,8.8,8.8,100.8,72.5,1.8,0.6,nan,347
2014/09/15,7.8,9.6,8.7,8.8,100.5,72.6,4.9,2.8,nan,nan
2014/09/16,5.5,7.8,6.7,6.3,100.3,87.3,3.0,1.4,nan,nan
2014/09/17,4.2,5.7,5.0,4.9,99.8,82.6,3.8,1.9,nan,nan
2014/09/18,2.3,4.9,3.6,3.9,98.8,93.4,7.9,4.1,nan,nan
2014/09/19,2.3,3.9,3.1,3.1,99.5,99.7,10.4,6.5,nan,nan
2014/09/20,0.6,5.5,3.1,3.3,99.8,99.0,6.8,3.6,nan,nan
2014/09/21,1.8,8.4,5.1,4.6,99.2,97.4,10.5,5.8,nan,nan
2014/09/22,0.4,3.2,1.8,1.4,99.8,98.6,6.4,3.3,nan,nan
2014/09/23,0.7,7.1,3.9,3.5,100.1,82.1,4.4,1.7,nan,nan
2014/09/24,5.2,6.4,5.8,5.7,99.6,56.6,11.9,4.7,nan,nan
2014/09/25,0.8,5.2,3.0,2.9,100.2,81.7,7.2,2.6,nan,23
2014/09/26,1.7,5.2,3.5,3.3,100.4,89.1,2.2,0.9,nan,321
2014/09/27,3.5,4.9,4.2,4.3,100.1,96.5,4.9,2.5,nan,nan
2014/09/28,2.8,5.0,3.9,3.5,99.4,98.4,6.1,3.1,nan,nan
2014/09/29,1.8,3.8,2.8,2.5,99.7,95.4,2.9,1.2,nan,105
2014/09/30,-2.8,2.2,-0.3,-0.0,99.9,94.9,8.0,4.0,nan,134
2014/10/01,-3.8,-1.9,-2.8,-2.9,101.0,56.4,11.0,4.3,nan,nan
2014/10/02,-4.2,-2.6,-3.4,-3.4,100.7,67.9,2.3,0.7,nan,nan
2014/10/03,-2.8,3.9,0.5,1.6,99.1,99.6,10.2,6.2,nan,nan
2014/10/04,0.5,3.7,2.1,2.1,100.0,98.1,8.9,5.6,nan,nan
2014/10/05,-0.8,2.5,0.9,1.4,99.6,97.9,12.1,7.3,nan,nan
2014/10/06,-2.7,-0.9,-1.8,-2.2,100.3,96.4,7.8,4.3,nan,nan
2014/10/07,-3.9,-1.2,-2.6,-2.8,100.4,98.4,1.3,nan,nan,nan
2014/10/08,-3.7,-1.1,-2.4,-2.9,100.3,98.2,1.3,nan,nan,nan
2014/10/09,-3.4,4.9,0.8,0.9,99.6,96.6,8.0,4.5,nan,nan
2014/10/10,1.6,5.0,3.3,3.0,98.7,99.6,14.1,8.2,nan,nan
2014/10/11,0.5,2.6,1.6,1.8,99.1,99.1,10.0,6.2,nan,nan
2014/10/12,-0.2,3.3,1.6,1.3,99.5,96.7,7.4,4.5,nan,nan
2014/10/13,-0.2,4.7,2.3,2.1,98.8,85.1,10.9,4.5,nan,nan
2014/10/14,-0.4,1.8,0.7,0.8,99.0,73.7,4.7,1.9,nan,110
2014/10/15,-0.8,1.8,0.5,0.4,99.0,83.7,6.7,2.8,nan,69
2014/10/16,-1.1,0.9,-0.1,-0.3,99.4,93.5,3.9,1.4,nan,140
2014/10/17,-0.7,1.7,0.5,0.7,98.8,76.8,11.7,5.8,nan,nan
2014/10/18,-1.7,1.5,-0.1,-0.4,98.5,96.1,7.4,3.7,nan,nan
2014/10/19,-0.9,4.2,1.6,1.1,98.2,92.0,10.5,5.7,nan,nan
2014/10/20,-1.4,0.0,-0.7,-0.5,98.4,100.0,6.5,3.7,nan,nan
2014/10/21,-2.0,2.7,0.4,-0.0,98.4,84.2,9.5,4.8,nan,101
2014/10/22,-1.3,3.0,0.9,-0.0,98.5,88.1,8.1,4.4,nan,nan
2014/10/23,-2.2,1.5,-0.3,-0.2,99.2,79.0,4.4,nan,nan,nan
2014/10/24,-2.6,-0.7,-1.7,-1.7,100.0,96.6,2.7,1.2,nan,nan
2014/10/25,-1.7,3.1,0.7,0.0,99.8,77.4,1.7,nan,nan,nan
2014/10/26,-3.0,-1.0,-2.0,-2.4,99.9,87.4,3.4,1.8,nan,nan
2014/10/27,-2.7,-1.6,-2.1,-2.3,100.0,86.0,8.7,3.7,nan,nan
2014/10/28,-3.9,-2.3,-3.1,-3.0,99.1,76.8,15.7,6.8,nan,nan
2014/10/29,-3.9,0.3,-1.8,-2.5,99.7,95.1,4.1,nan,nan,nan
2014/10/30,-3.1,1.9,-0.6,-1.3,99.0,87.2,6.7,3.1,nan,nan
2014/10/31,-4.1,-3.1,-3.6,-3.5,98.8,98.2,10.0,6.9,nan,nan
2014/11/01,-3.3,-2.0,-2.7,-2.5,98.7,98.9,11.3,7.5,nan,nan
2014/11/02,-2.7,-1.8,-2.2,-2.3,99.2,98.9,10.2,7.2,nan,nan
2014/11/03,-4.3,-2.6,-3.4,-3.3,99.2,93.7,11.9,nan,nan,nan
2014/11/04,-4.3,-2.7,-3.5,-3.2,99.2,97.4,11.4,7.5,nan,nan
2014/11/05,-4.0,-2.2,-3.1,-3.0,99.3,92.6,14.9,7.8,nan,nan
2014/11/06,-5.0,-2.7,-3.8,-3.9,99.4,97.8,5.3,3.1,nan,124
2014/11/07,-3.8,-2.3,-3.1,-3.2,100.4,98.1,5.1,2.9,nan,124
2014/11/08,-3.1,-1.7,-2.4,-2.2,100.4,99.0,5.8,3.7,nan,nan
2014/11/09,-6.2,-3.0,-4.6,-4.7,100.9,94.8,3.1,1.6,nan,nan
2014/11/10,-5.7,-2.8,-4.3,-3.9,101.3,89.0,2.8,0.9,nan,89
2014/11/11,-7.2,-4.5,-5.8,-6.1,101.6,69.6,2.4,1.2,nan,nan
2014/11/12,-6.6,-3.4,-5.0,-5.1,101.4,50.6,2.4,1.0,nan,nan
2014/11/13,-4.3,1.5,-1.4,-1.7,101.0,30.7,2.0,0.7,nan,351
2014/11/14,-2.8,1.5,-0.7,-0.7,101.3,27.0,1.4,0.5,nan,59
2014/11/15,0.2,4.4,2.3,1.9,101.6,16.4,1.3,0.4,nan,45
2014/11/16,-4.3,2.8,-0.8,0.4,101.7,34.5,3.0,1.1,nan,111
2014/11/17,-3.2,0.1,-1.6,-2.0,101.3,91.8,1.7,0.6,nan,2
2014/11/18,-2.5,0.1,-1.2,-1.2,100.4,80.6,3.0,1.5,nan,nan
2014/11/19,-1.2,0.6,-0.3,-0.1,99.9,99.1,4.6,2.9,nan,nan
2014/11/20,-1.8,-0.5,-1.1,-1.2,99.2,79.6,7.0,3.7,nan,nan
2014/11/21,-3.4,-0.9,-2.2,-2.8,98.1,96.0,6.5,3.3,nan,nan
2014/11/22,-3.8,-2.9,-3.3,-3.4,98.4,98.2,6.9,4.6,nan,nan
2014/11/23,-4.3,-3.4,-3.8,-3.8,99.4,98.0,0.0,nan,nan,nan
2014/11/24,-4.8,-3.5,-4.2,-4.1,99.7,97.9,0.0,nan,nan,nan
2014/11/25,-5.4,-2.2,-3.8,-4.0,100.7,97.9,0.0,nan,nan,nan
2014/11/26,-8.9,-5.4,-7.1,-6.8,100.7,88.3,7.6,nan,nan,nan
2014/11/27,-15.8,-9.0,-12.4,-13.3,100.6,63.0,16.3,4.6,nan,83
2014/11/28,-16.2,-12.8,-14.5,-14.9,100.8,37.3,8.5,2.6,nan,110
2014/11/29,-15.2,-10.4,-12.8,-12.2,100.5,33.7,1.2,0.2,nan,358
2014/11/30,-12.3,-8.6,-10.5,-10.3,100.1,92.0,2.2,0.6,nan,134
2014/12/01,-12.8,-10.7,-11.8,-11.9,100.2,66.6,2.5,0.5,nan,104
2014/12/02,-11.6,-3.4,-7.5,-6.3,100.1,96.3,8.3,5.7,nan,nan
2014/12/03,-8.3,-3.3,-5.8,-5.5,100.1,96.6,4.0,2.0,nan,128
2014/12/04,-8.9,-3.4,-6.1,-6.3,100.3,70.8,1.7,0.4,nan,77
2014/12/05,-5.5,-1.8,-3.6,-3.5,99.9,21.1,1.8,0.5,nan,101
2014/12/06,-8.2,-3.6,-5.9,-5.8,99.5,76.1,3.0,1.2,nan,nan
2014/12/07,-3.5,-0.2,-1.9,-1.7,99.8,94.1,4.9,2.2,nan,nan
2014/12/08,-2.6,0.8,-0.9,-1.1,98.4,97.9,8.3,4.6,nan,nan
2014/12/09,-1.9,-0.4,-1.2,-1.0,97.3,98.7,9.6,5.3,nan,nan
2014/12/10,-3.8,-0.0,-1.9,-1.8,97.6,86.5,11.2,6.5,nan,nan
2014/12/11,-3.5,-1.4,-2.5,-2.7,97.8,96.9,2.9,1.0,nan,238
2014/12/12,-3.6,-3.0,-3.3,-3.3,98.9,98.4,5.1,3.3,nan,nan
2014/12/13,-3.8,-2.9,-3.4,-3.2,100.3,98.3,7.0,4.6,nan,nan
2014/12/14,-3.9,-2.7,-3.3,-3.3,100.2,97.3,4.4,1.8,nan,nan
2014/12/15,-3.8,-1.1,-2.5,-2.6,99.4,92.1,6.1,3.2,nan,nan
2014/12/16,-5.5,-3.0,-4.2,-4.3,99.2,97.6,4.6,2.3,nan,nan
2014/12/17,-6.8,-4.6,-5.7,-5.6,99.6,95.0,2.8,1.5,nan,119
2014/12/18,-7.3,-4.4,-5.8,-5.7,99.0,78.5,5.8,1.8,nan,271
2014/12/19,-8.1,-5.9,-7.0,-6.9,98.5,94.8,3.3,1.2,nan,294
2014/12/20,-6.3,-1.6,-4.0,-3.8,97.8,88.2,8.2,3.6,nan,nan
2014/12/21,-5.2,-3.7,-4.4,-4.5,98.6,97.5,0.3,nan,nan,nan
2014/12/22,-5.3,-3.5,-4.4,-4.0,100.2,97.7,5.3,3.7,nan,nan
2014/12/23,-6.2,-5.1,-5.6,-5.5,99.2,75.6,16.5,8.1,nan,56
2014/12/24,-8.2,-5.1,-6.7,-7.2,99.7,79.5,2.7,0.8,nan,91
2014/12/25,-6.4,-3.9,-5.1,-4.9,100.2,97.2,3.6,2.4,nan,nan
2014/12/26,-5.2,-3.8,-4.5,-4.3,100.5,97.5,0.2,nan,nan,nan
2014/12/27,-7.4,-5.3,-6.3,-6.2,101.0,65.4,9.1,nan,nan,nan
2014/12/28,-12.1,-7.3,-9.7,-9.6,102.3,49.9,11.4,3.8,nan,56
2014/12/29,-11.6,-4.6,-8.1,-7.3,102.6,26.7,2.4,0.9,nan,nan
2014/12/30,-7.4,-4.7,-6.0,-6.3,102.4,59.4,4.2,2.3,nan,107
2014/12/31,-5.4,-3.0,-4.2,-3.8,101.7,97.8,3.5,nan,nan,nan
2015/01/01,-3.3,-1.8,-2.5,-2.5,99.8,97.2,8.5,nan,nan,nan
2015/01/02,-18.0,-2.9,-10.4,-12.6,100.6,63.9,20.0,6.1,nan,nan
2015/01/03,-18.0,-15.3,-16.7,-16.7,101.6,49.6,24.3,10.2,nan,nan
2015/01/04,-15.8,-10.7,-13.3,-13.6,100.7,39.2,22.9,10.9,nan,nan
2015/01/05,-10.8,-8.7,-9.7,-9.5,100.6,29.6,14.5,4.7,nan,nan
2015/01/06,-12.7,-10.6,-11.6,-11.8,100.8,79.0,10.1,4.5,nan,nan
2015/01/07,-11.8,-8.5,-10.1,-10.5,101.2,93.3,4.2,2.4,nan,nan
2015/01/08,-11.1,-6.9,-9.0,-9.1,101.4,94.2,4.4,2.1,nan,nan
2015/01/09,-7.6,-0.1,-3.8,-3.7,100.3,95.8,2.5,0.8,nan,nan
2015/01/10,-1.9,-1.0,-1.5,-1.5,100.5,99.1,1.2,nan,nan,nan
2015/01/11,-2.9,-1.8,-2.4,-2.3,100.6,98.7,2.9,nan,nan,nan
2015/01/12,-3.3,-1.0,-2.1,-2.2,100.5,98.9,7.1,4.2,nan,nan
2015/01/13,-0.9,-0.2,-0.6,-0.6,100.3,99.8,10.6,7.3,nan,nan
2015/01/14,-0.9,0.1,-0.4,-0.5,100.1,100.0,6.9,4.6,nan,nan
2015/01/15,-2.3,-0.6,-1.5,-1.3,98.5,99.7,11.5,7.5,nan,nan
2015/01/16,-4.1,-1.8,-2.9,-2.9,98.9,98.5,12.5,8.3,nan,nan
2015/01/17,-2.8,-1.6,-2.2,-2.2,98.8,99.1,11.8,8.0,nan,nan
2015/01/18,-3.7,-2.1,-2.9,-3.2,98.8,98.3,1.1,nan,nan,nan
2015/01/19,-3.5,-2.7,-3.1,-3.1,99.9,98.4,6.1,nan,nan,nan
2015/01/20,-3.7,-1.4,-2.5,-2.5,99.6,98.8,13.1,9.1,nan,nan
2015/01/21,-1.8,-0.3,-1.1,-0.8,98.5,99.8,13.4,9.3,nan,nan
2015/01/22,-1.6,-0.3,-1.0,-0.6,99.2,100.0,13.5,9.2,nan,nan
2015/01/23,-2.3,-0.9,-1.6,-1.4,99.1,99.8,12.4,8.8,nan,nan
2015/01/24,-2.5,-1.5,-2.0,-2.2,99.1,99.1,4.9,nan,nan,nan
2015/01/25,-7.1,-2.2,-4.6,-3.5,99.1,98.3,0.0,nan,nan,nan
2015/01/26,-10.9,-5.0,-8.0,-7.9,99.9,95.0,0.0,nan,nan,nan
2015/01/27,-12.7,-9.0,-10.9,-11.0,100.1,93.1,0.0,nan,nan,nan
2015/01/28,-9.0,-4.7,-6.9,-7.5,100.6,95.9,0.0,nan,nan,nan
2015/01/29,-5.3,-2.9,-4.1,-3.4,100.7,98.2,0.0,nan,nan,nan
2015/01/30,-8.8,-2.1,-5.5,-6.4,101.4,95.4,0.0,nan,nan,nan
2015/01/31,-12.4,-6.5,-9.5,-8.7,101.5,65.3,7.3,nan,nan,nan
2015/02/01,-13.9,-6.5,-10.2,-10.3,100.6,49.7,17.2,5.0,nan,nan
2015/02/02,-14.0,-9.6,-11.8,-12.3,100.3,39.4,15.0,5.5,nan,nan
2015/02/03,-14.3,-7.2,-10.7,-10.6,100.3,50.0,2.3,0.9,nan,nan
2015/02/04,-12.6,-6.9,-9.8,-9.3,100.2,73.5,5.3,2.0,nan,nan
2015/02/05,-21.0,-10.4,-15.7,-16.8,99.0,58.4,28.9,12.2,nan,nan
2015/02/06,-25.5,-21.1,-23.3,-24.6,97.7,70.6,23.7,9.3,nan,nan
2015/02/07,-26.2,-22.3,-24.2,-24.6,98.6,75.0,6.5,2.7,nan,nan
2015/02/08,-24.4,-11.2,-17.8,-20.7,99.7,85.0,2.7,0.5,nan,nan
2015/02/09,-11.3,-2.8,-7.0,-7.8,100.2,94.5,0.7,nan,nan,nan
2015/02/10,-10.3,-7.3,-8.8,-8.6,100.6,69.7,1.3,nan,nan,nan
2015/02/11,-10.7,-1.3,-6.0,-5.0,99.8,96.2,6.4,3.7,nan,nan
2015/02/12,-1.3,-0.1,-0.7,-0.6,99.8,99.8,5.1,2.7,nan,nan
2015/02/13,-2.0,1.3,-0.3,-0.7,99.7,98.3,12.5,7.4,nan,nan
2015/02/14,-3.2,-1.7,-2.4,-2.4,100.8,99.0,9.7,7.0,nan,nan
2015/02/15,-5.7,-2.2,-3.9,-3.9,101.7,97.6,1.8,nan,nan,nan
2015/02/16,-5.0,1.3,-1.8,-2.0,101.5,91.7,4.2,nan,nan,nan
2015/02/17,-2.0,0.9,-0.6,-1.2,100.7,89.9,9.1,6.1,441.4,nan
2015/02/18,-2.1,2.5,0.2,-0.0,100.1,73.8,6.2,3.1,nan,nan
2015/02/19,-3.9,-1.9,-2.9,-2.8,100.6,98.3,3.6,2.2,nan,nan
2015/02/20,-5.5,0.2,-2.7,-3.0,101.5,85.2,1.7,0.5,nan,nan
2015/02/21,-2.8,0.3,-1.2,-1.4,101.7,61.7,5.1,3.1,nan,nan
2015/02/22,-2.6,-0.6,-1.6,-1.5,101.6,99.2,8.6,6.0,nan,nan
2015/02/23,-3.2,-0.5,-1.9,-1.8,101.1,99.3,4.9,3.7,nan,nan
2015/02/24,-5.1,-0.9,-3.0,-3.4,101.4,97.5,0.4,nan,nan,nan
2015/02/25,-6.1,-2.0,-4.0,-5.1,101.2,94.6,2.1,0.6,nan,nan
2015/02/26,-5.3,-3.5,-4.4,-4.5,101.3,61.5,12.7,5.3,nan,nan
2015/02/27,-5.2,0.9,-2.1,-1.2,101.6,32.1,5.3,1.9,nan,nan
2015/02/28,-6.4,0.1,-3.1,-1.9,101.3,46.0,2.2,0.8,nan,nan
2015/03/01,-6.3,-1.7,-4.0,-3.5,101.4,52.5,9.4,3.3,nan,nan
2015/03/02,-5.7,-2.5,-4.1,-4.4,101.5,19.0,4.0,1.5,nan,nan
2015/03/03,-5.8,-3.0,-4.4,-4.6,101.1,57.0,2.4,1.0,nan,nan
2015/03/04,-5.1,-3.5,-4.3,-4.0,100.6,97.9,5.0,3.4,nan,nan
2015/03/05,-4.9,-2.1,-3.5,-3.6,100.1,97.8,3.2,nan,nan,nan
2015/03/06,-5.1,-1.0,-3.0,-3.8,101.2,97.9,4.0,2.4,nan,nan
2015/03/07,-5.4,-1.8,-3.6,-3.8,101.0,97.8,8.9,6.4,nan,nan
2015/03/08,-7.0,-1.3,-4.1,-3.2,99.9,98.0,10.5,7.6,nan,nan
2015/03/09,-9.8,-7.0,-8.4,-8.7,99.9,94.6,9.6,5.6,nan,nan
2015/03/10,-11.8,-2.2,-7.0,-8.1,99.9,94.7,7.0,4.1,nan,nan
2015/03/11,-14.2,-10.2,-12.2,-11.8,99.2,82.2,6.8,3.1,nan,nan
2015/03/12,-12.4,-2.1,-7.3,-5.4,98.7,96.7,13.1,8.5,nan,nan
2015/03/13,-11.0,-1.7,-6.4,-5.4,98.7,96.7,13.3,8.4,nan,nan
2015/03/14,-13.6,-9.4,-11.5,-11.6,99.0,91.5,7.5,4.3,nan,nan
2015/03/15,-11.2,-7.5,-9.4,-9.4,100.2,93.7,8.2,5.0,nan,nan
2015/03/16,-10.0,-1.2,-5.6,-5.6,100.9,69.1,3.1,1.3,nan,nan
2015/03/17,-3.3,2.1,-0.6,-0.9,100.5,60.0,4.1,2.0,nan,nan
2015/03/18,-3.4,0.7,-1.3,-1.5,100.4,86.9,3.8,1.6,nan,nan
2015/03/19,-2.6,2.9,0.1,-1.2,100.2,86.1,3.0,1.3,nan,nan
2015/03/20,-3.4,-0.8,-2.1,-1.7,99.5,70.4,15.4,8.1,nan,nan
2015/03/21,-4.7,-3.1,-3.9,-3.9,100.0,97.6,10.7,6.7,nan,nan
2015/03/22,-5.5,0.4,-2.5,-3.2,100.4,87.0,1.9,0.6,nan,nan
2015/03/23,-3.8,1.2,-1.3,-1.8,100.1,54.6,2.2,0.5,nan,nan
2015/03/24,-5.6,1.4,-2.1,-2.5,100.3,61.9,0.3,nan,nan,nan
2015/03/25,-4.3,0.9,-1.7,-2.8,99.9,65.1,6.7,2.9,nan,nan
2015/03/26,-3.5,-1.2,-2.3,-2.0,87.2,98.7,10.2,6.4,nan,nan
2015/03/27,-4.3,-1.4,-2.8,-2.9,94.9,98.2,6.5,4.5,nan,nan
2015/03/28,-5.4,-3.3,-4.4,-4.3,99.5,95.6,7.2,4.3,nan,nan
2015/03/29,-3.6,-1.7,-2.6,-2.3,99.4,98.6,10.3,6.8,nan,nan
2015/03/30,-4.2,0.8,-1.7,-2.3,98.2,83.9,11.0,6.1,nan,nan
2015/03/31,-4.3,-2.9,-3.6,-3.5,99.5,97.8,6.6,4.4,nan,nan
2015/04/01,-4.3,-1.9,-3.1,-3.2,100.3,97.8,8.3,5.4,nan,nan
2015/04/02,-4.7,-0.5,-2.6,-3.0,100.5,91.0,8.1,5.7,nan,nan
2015/04/03,-2.8,-0.3,-1.6,-0.9,100.3,67.4,8.4,4.6,nan,nan
2015/04/04,-4.0,4.6,0.3,-0.6,100.4,71.2,2.2,0.8,nan,nan
2015/04/05,-3.8,0.2,-1.8,-2.3,100.2,68.2,3.9,2.1,nan,nan
2015/04/06,-4.5,-2.9,-3.7,-3.4,100.0,89.5,4.6,2.6,nan,nan
2015/04/07,-3.7,-2.5,-3.1,-3.1,99.9,97.8,9.4,6.5,nan,nan
2015/04/08,-2.9,-2.0,-2.5,-2.4,99.8,98.5,13.9,9.5,nan,nan
2015/04/09,-3.3,-0.9,-2.1,-2.0,99.1,98.9,15.5,10.4,nan,nan
2015/04/10,-5.8,-1.6,-3.7,-3.6,98.3,98.0,12.7,8.4,nan,nan
2015/04/11,-6.6,-4.8,-5.7,-5.6,98.4,96.5,10.6,7.1,nan,nan
2015/04/12,-7.5,-5.0,-6.2,-5.8,99.2,96.3,11.0,7.3,nan,nan
2015/04/13,-8.5,-3.2,-5.9,-5.8,99.0,87.2,6.2,2.9,nan,nan
2015/04/14,-7.9,-4.4,-6.1,-5.7,99.7,91.4,9.3,5.9,nan,nan
2015/04/15,-5.3,-2.7,-4.0,-3.7,99.6,97.8,14.0,10.1,nan,nan
2015/04/16,-3.9,-1.9,-2.9,-3.1,100.3,98.1,10.3,7.5,nan,nan
2015/04/17,-6.0,-0.6,-3.3,-3.7,100.9,97.3,4.5,2.4,nan,nan
2015/04/18,-6.0,-2.3,-4.1,-3.7,101.4,96.6,9.2,6.1,nan,nan
2015/04/19,-3.0,-0.3,-1.7,-1.6,100.8,97.6,7.1,4.5,nan,nan
2015/04/20,-3.3,0.5,-1.4,-0.5,99.9,97.9,7.6,4.8,nan,nan
2015/04/21,-7.4,-1.4,-4.4,-4.5,100.3,84.0,5.9,3.6,nan,nan
2015/04/22,-7.4,-0.3,-3.8,-4.1,100.4,61.3,6.3,2.9,nan,nan
2015/04/23,-1.2,2.0,0.4,0.1,99.9,47.0,12.6,4.5,nan,nan
2015/04/24,-0.6,2.6,1.0,0.5,99.9,63.0,8.8,5.0,nan,nan
2015/04/25,-1.1,4.8,1.9,1.7,100.2,58.2,1.4,nan,nan,nan
2015/04/26,-2.7,3.3,0.3,0.9,99.6,70.0,11.2,6.9,nan,nan
2015/04/27,-4.2,-1.5,-2.8,-3.2,99.9,95.1,8.9,5.6,nan,nan
2015/04/28,-2.5,0.5,-1.0,-1.1,98.7,89.2,13.7,7.6,nan,nan
2015/04/29,-3.1,-0.8,-1.9,-2.2,99.5,98.4,10.2,7.4,nan,nan
2015/04/30,-6.9,0.1,-3.4,-2.8,99.6,96.1,1.5,nan,nan,nan
2015/05/01,-3.7,1.1,-1.3,-1.6,100.1,95.5,1.6,0.6,nan,nan
2015/05/02,-4.3,2.7,-0.8,-1.3,100.8,93.1,1.9,0.6,nan,nan
2015/05/03,-3.4,2.0,-0.7,-0.2,100.7,66.7,5.4,1.7,nan,nan
2015/05/04,-0.7,3.1,1.2,0.9,100.4,48.3,11.0,3.5,nan,nan
2015/05/05,-0.4,4.4,2.0,1.8,100.8,37.4,4.9,1.8,nan,nan
2015/05/06,-0.4,5.8,2.7,2.2,101.0,42.7,1.6,0.5,nan,nan
2015/05/07,-0.3,1.7,0.7,0.5,101.1,70.0,4.5,2.3,nan,nan
2015/05/08,0.5,9.8,5.1,4.3,100.9,69.8,3.5,1.9,nan,nan
2015/05/09,1.8,7.3,4.5,3.6,100.9,86.4,7.6,4.4,nan,nan
2015/05/10,1.0,9.9,5.5,4.3,101.0,62.3,1.7,0.5,nan,nan
2015/05/11,0.5,3.5,2.0,2.0,100.8,83.9,5.4,3.0,nan,nan
2015/05/12,3.4,11.0,7.2,6.6,100.3,52.3,2.7,0.9,nan,nan
2015/05/13,7.9,14.6,11.3,11.5,100.3,46.8,3.0,nan,nan,nan
2015/05/14,6.4,12.3,9.4,9.4,100.6,54.6,1.3,nan,nan,nan
2015/05/15,8.0,16.1,12.1,11.1,100.4,37.9,1.1,nan,nan,nan
2015/05/16,7.6,13.4,10.5,10.1,100.9,44.0,1.2,nan,nan,nan
