Date,site_temp_min,site_temp_max,site_temp_WMO,site_temp_USGS,Barom,RelHum,WindGustSpeed,WindSpeed,RadiationIn,WindDir
2016/12/27,-9.1,-5.3,-7.2,-7.6,98.0,95.8,nan,2.0,nan,69
2016/12/28,-5.7,-5.0,-5.4,-5.4,99.2,97.2,nan,7.4,nan,nan
2016/12/29,-6.7,-5.0,-5.9,-6.1,100.1,96.8,nan,7.8,nan,nan
2016/12/30,-8.7,-5.5,-7.1,-7.3,100.6,95.9,nan,3.7,nan,nan
2016/12/31,-9.9,-5.0,-7.4,-7.2,100.6,75.5,nan,7.4,nan,nan
2017/01/01,-5.9,-0.4,-3.2,-4.0,101.8,43.7,nan,6.2,nan,nan
2017/01/02,-0.3,5.5,2.6,2.0,101.7,36.7,nan,4.8,nan,2
2017/01/03,-0.5,5.1,2.3,2.0,101.9,28.6,nan,2.3,nan,73
2017/01/04,-1.5,1.2,-0.2,-0.1,101.7,29.1,nan,0.7,nan,54
2017/01/05,-9.3,-0.5,-4.9,-4.3,101.0,51.9,nan,6.3,nan,nan
